player_name,season,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,rush_touchdown,fumble,fumble_lost,receptions,targets,receiving_air_yards,receiving_touchdown,receptions_redzone,targets_redzone,receiving_touchdown_redzone,fantasy_points_ppr,top_10_next,offense_snaps,total_tds,total_yards,games_missed,age,games_played_season
Anthony Fasano,2013,200.0,73.0,0.0,0.0,0.0,0.0,0.0,23.0,31.0,243.0,3.0,7.0,9.0,3.0,57.0,0,504.0,6.0,200.0,7,29.0,9
Zach Miller,2014,76.0,29.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,52.0,0.0,0.0,0.0,0.0,13.600000000000000,0,157.0,0.0,76.0,13,28.0,3
Zach Ertz,2014,702.0,225.0,0.0,0.0,0.0,1.0,1.0,58.0,86.0,924.0,3.0,4.0,13.0,1.0,137.2,1,588.0,6.0,702.0,0,23.0,16
Virgil Green,2014,74.0,45.0,2.0,3.0,0.0,0.0,0.0,6.0,6.0,29.0,1.0,1.0,1.0,1.0,19.7,0,178.0,2.0,77.0,11,26.0,5
Vernon Davis,2014,245.0,49.0,1.0,4.0,0.0,0.0,0.0,26.0,49.0,593.0,2.0,1.0,1.0,1.0,60.9,0,761.0,4.0,249.0,3,30.0,13
Vance McDonald,2014,30.0,26.0,0.0,0.0,0.0,1.0,1.0,2.0,8.0,77.0,0.0,0.0,1.0,0.0,2.0,0,140.0,0.0,30.0,12,24.0,4
Tyler Eifert,2014,37.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,29.0,0.0,0.0,0.0,0.0,6.7,1,8.0,0.0,37.0,15,23.0,1
Troy Niklas,2014,38.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,20.0,0.0,0.0,0.0,0.0,6.800000000000000,0,41.0,0.0,38.0,13,21.0,3
Trey Burton,2014,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6.0,0.0,10.0,15,22.0,1
Travis Kelce,2014,862.0,479.0,0.0,0.0,0.0,4.0,3.0,67.0,87.0,523.0,5.0,10.0,13.0,5.0,174.2,1,668.0,10.0,862.0,0,24.0,16
Tony Moeaki,2014,134.0,72.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,103.0,1.0,1.0,2.0,1.0,27.4,0,199.0,2.0,134.0,10,27.0,6
Scott Chandler,2014,497.0,193.0,0.0,0.0,0.0,0.0,0.0,47.0,67.0,502.0,3.0,6.0,11.0,2.0,108.7,0,748.0,6.0,497.0,0,29.0,16
Ryan Griffin,2014,83.0,34.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,127.0,1.0,2.0,2.0,1.0,23.3,0,229.0,2.0,83.0,9,24.0,7
Rob Gronkowski,2014,1124.0,458.0,0.0,0.0,0.0,0.0,0.0,82.0,128.0,1279.0,12.0,11.0,15.0,9.0,260.4,1,826.0,24.0,1124.0,1,25.0,15
Richard Rodgers,2014,225.0,48.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,232.0,2.0,3.0,6.0,1.0,52.5,0,415.0,4.0,225.0,3,22.0,13
Rhett Ellison,2014,208.0,158.0,0.0,0.0,0.0,0.0,0.0,19.0,26.0,68.0,1.0,1.0,1.0,1.0,45.8,0,510.0,2.0,208.0,2,25.0,14
Owen Daniels,2014,527.0,177.0,0.0,0.0,0.0,0.0,0.0,48.0,76.0,628.0,4.0,9.0,14.0,4.0,118.7,0,816.0,8.0,527.0,1,31.0,15
Niles Paul,2014,507.0,258.0,0.0,0.0,0.0,1.0,1.0,39.0,50.0,406.0,1.0,3.0,5.0,1.0,88.7,0,527.0,2.0,507.0,1,25.0,15
Mychal Rivera,2014,534.0,171.0,0.0,0.0,0.0,3.0,1.0,58.0,95.0,815.0,4.0,7.0,9.0,4.0,124.4,0,820.0,8.0,534.0,0,23.0,16
Michael Hoomanawanui,2014,44.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,84.0,0.0,0.0,1.0,0.0,7.4,0,185.0,0.0,44.0,10,26.0,6
Martellus Bennett,2014,916.0,453.0,0.0,0.0,0.0,0.0,0.0,90.0,123.0,784.0,6.0,12.0,22.0,6.0,207.6,0,954.0,12.0,916.0,0,27.0,16
Marcedes Lewis,2014,206.0,141.0,0.0,0.0,0.0,0.0,0.0,18.0,30.0,200.0,2.0,1.0,2.0,1.0,48.6,0,432.0,4.0,206.0,8,30.0,8
Luke Willson,2014,362.0,213.0,0.0,0.0,0.0,0.0,0.0,22.0,39.0,388.0,3.0,1.0,6.0,1.0,74.2,0,514.0,6.0,362.0,4,24.0,12
Luke Stocker,2014,41.0,17.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,63.0,0.0,0.0,0.0,0.0,11.1,0,183.0,0.0,41.0,11,26.0,5
Logan Thomas,2014,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.24,0,17.0,1.0,81.0,14,23.0,2
Levine Toilolo,2014,238.0,100.0,0.0,0.0,0.0,1.0,1.0,31.0,52.0,285.0,2.0,4.0,6.0,2.0,61.8,0,885.0,4.0,238.0,1,23.0,15
Lee Smith,2014,42.0,24.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,22.0,1.0,1.0,1.0,1.0,17.2,0,176.0,2.0,42.0,10,26.0,6
Lance Kendricks,2014,259.0,104.0,0.0,0.0,0.0,0.0,0.0,27.0,37.0,227.0,5.0,4.0,6.0,3.0,80.9,0,592.0,10.0,259.0,0,26.0,16
Ladarius Green,2014,226.0,114.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,155.0,0.0,1.0,3.0,0.0,41.6,0,244.0,0.0,226.0,6,24.0,10
Kyle Rudolph,2014,231.0,116.0,0.0,0.0,0.0,1.0,0.0,24.0,34.0,195.0,2.0,3.0,3.0,2.0,59.1,0,378.0,4.0,231.0,9,24.0,7
Kellen Davis,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0,73.0,0.0,0.0,14,28.0,2
Julius Thomas,2014,489.0,162.0,0.0,0.0,0.0,1.0,0.0,43.0,60.0,420.0,12.0,13.0,15.0,9.0,159.9,0,659.0,24.0,489.0,4,26.0,12
Josh Hill,2014,176.0,99.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,133.0,5.0,5.0,6.0,4.0,61.6,0,227.0,10.0,176.0,4,24.0,12
Jordan Reed,2014,465.0,284.0,0.0,0.0,0.0,1.0,1.0,50.0,64.0,272.0,0.0,5.0,10.0,0.0,91.5,1,364.0,0.0,465.0,5,24.0,11
Jordan Matthews,2014,872.0,387.0,0.0,0.0,0.0,0.0,0.0,67.0,102.0,905.0,8.0,10.0,16.0,6.0,200.2,1,765.0,16.0,872.0,0,22.0,16
Jordan Cameron,2014,424.0,169.0,0.0,0.0,0.0,0.0,0.0,24.0,48.0,482.0,2.0,0.0,3.0,0.0,78.4,0,476.0,4.0,424.0,6,26.0,10
John Phillips,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.1,0,14.0,2.0,1.0,15,27.0,1
John Carlson,2014,350.0,143.0,0.0,0.0,0.0,0.0,0.0,33.0,53.0,386.0,1.0,3.0,8.0,1.0,70.0,0,733.0,2.0,350.0,0,30.0,16
Jimmy Graham,2014,889.0,294.0,0.0,0.0,0.0,2.0,2.0,85.0,121.0,1039.0,10.0,12.0,21.0,9.0,221.9,0,743.0,20.0,889.0,1,27.0,15
Jermaine Gresham,2014,460.0,254.0,0.0,0.0,0.0,3.0,0.0,62.0,77.0,341.0,5.0,9.0,13.0,5.0,134.0,0,877.0,10.0,460.0,1,26.0,15
Jason Witten,2014,703.0,229.0,0.0,0.0,0.0,0.0,0.0,64.0,88.0,831.0,5.0,4.0,7.0,3.0,160.3,0,1049.0,10.0,703.0,0,32.0,16
Jared Cook,2014,634.0,263.0,1.0,0.0,0.0,0.0,0.0,52.0,95.0,845.0,3.0,5.0,11.0,1.0,125.4,0,684.0,6.0,634.0,0,27.0,16
Jacob Tamme,2014,101.0,21.0,0.0,0.0,0.0,1.0,1.0,13.0,25.0,247.0,2.0,4.0,7.0,1.0,30.100000000000000,0,227.0,4.0,101.0,6,29.0,10
Jack Doyle,2014,118.0,108.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,40.0,2.0,5.0,8.0,2.0,41.8,0,319.0,4.0,118.0,6,24.0,10
Jace Amaro,2014,345.0,167.0,0.0,0.0,0.0,1.0,0.0,38.0,52.0,360.0,2.0,6.0,10.0,2.0,82.5,0,337.0,4.0,345.0,3,22.0,13
Heath Miller,2014,761.0,325.0,0.0,0.0,0.0,1.0,1.0,66.0,90.0,666.0,3.0,11.0,16.0,3.0,155.1,0,1081.0,6.0,761.0,0,31.0,16
Greg Olsen,2014,1009.0,339.0,0.0,0.0,0.0,1.0,0.0,84.0,121.0,1079.0,6.0,10.0,18.0,5.0,216.9,1,1067.0,12.0,1009.0,0,29.0,16
Gavin Escobar,2014,105.0,22.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,98.0,4.0,3.0,6.0,3.0,43.5,0,165.0,8.0,105.0,6,23.0,10
Gary Barnidge,2014,156.0,41.0,0.0,0.0,0.0,0.0,0.0,13.0,24.0,238.0,0.0,0.0,1.0,0.0,26.6,1,316.0,0.0,156.0,7,28.0,9
Garrett Graham,2014,197.0,63.0,0.0,0.0,0.0,0.0,0.0,18.0,28.0,177.0,1.0,2.0,5.0,1.0,43.7,0,544.0,2.0,197.0,6,28.0,10
Eric Ebron,2014,248.0,125.0,0.0,0.0,0.0,0.0,0.0,25.0,47.0,460.0,1.0,2.0,5.0,1.0,55.8,0,410.0,2.0,248.0,4,21.0,12
Ed Dickson,2014,115.0,63.0,0.0,0.0,0.0,1.0,0.0,10.0,17.0,96.0,1.0,2.0,3.0,1.0,27.5,0,414.0,2.0,115.0,4,27.0,12
Dwayne Allen,2014,395.0,167.0,0.0,0.0,0.0,1.0,0.0,29.0,49.0,444.0,8.0,7.0,9.0,5.0,114.5,0,607.0,16.0,395.0,4,24.0,12
Dion Sims,2014,284.0,111.0,0.0,0.0,0.0,0.0,0.0,24.0,35.0,296.0,2.0,3.0,3.0,2.0,62.4,0,507.0,4.0,284.0,2,23.0,14
Derek Carrier,2014,105.0,37.0,1.0,2.0,0.0,1.0,0.0,9.0,13.0,159.0,0.0,0.0,1.0,0.0,17.7,0,163.0,0.0,107.0,10,24.0,6
Dennis Pitta,2014,125.0,55.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,107.0,0.0,0.0,4.0,0.0,28.5,0,166.0,0.0,125.0,13,29.0,3
Demetrius Harris,2014,20.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,27.0,0.0,0.0,0.0,0.0,5.0,0,37.0,0.0,20.0,11,23.0,5
Delanie Walker,2014,857.0,375.0,0.0,0.0,0.0,2.0,0.0,63.0,99.0,946.0,4.0,4.0,12.0,3.0,158.7,1,772.0,8.0,857.0,1,30.0,15
David Johnson,2014,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.4,0,13.0,0.0,4.0,15,27.0,1
David Ausberry,2014,14.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,28.0,0.0,0.0,0.0,0.0,1.4,0,21.0,0.0,14.0,15,26.0,1
Darren Fells,2014,71.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,106.0,0.0,0.0,0.0,0.0,12.1,0,176.0,0.0,71.0,11,28.0,5
Dante Rosario,2014,116.0,54.0,0.0,0.0,0.0,1.0,1.0,16.0,22.0,101.0,0.0,0.0,0.0,0.0,24.6,0,250.0,0.0,116.0,3,29.0,13
Crockett Gillmore,2014,121.0,59.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,88.0,1.0,1.0,3.0,1.0,26.100000000000000,0,287.0,2.0,121.0,7,22.0,9
Craig Stevens,2014,26.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,4.6,0,27.0,0.0,26.0,15,29.0,1
Coby Fleener,2014,774.0,295.0,0.0,0.0,0.0,0.0,0.0,51.0,89.0,976.0,8.0,7.0,13.0,5.0,170.4,0,787.0,16.0,774.0,0,25.0,16
Clay Harbor,2014,289.0,179.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,210.0,1.0,2.0,2.0,1.0,58.9,0,437.0,2.0,289.0,7,27.0,9
Chris Gragg,2014,48.0,22.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,31.0,1.0,1.0,2.0,1.0,17.8,0,125.0,2.0,48.0,10,24.0,6
Charles Clay,2014,605.0,257.0,0.0,0.0,0.0,0.0,0.0,58.0,84.0,547.0,3.0,8.0,20.0,2.0,136.5,0,745.0,6.0,605.0,2,25.0,14
Cameron Brate,2014,17.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,2.7,0,27.0,0.0,17.0,15,23.0,1
C.J. Fiedorowicz,2014,28.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,46.0,1.0,1.0,1.0,1.0,12.800000000000000,0,195.0,2.0,28.0,11,22.0,5
Brent Celek,2014,340.0,132.0,0.0,0.0,0.0,1.0,1.0,32.0,49.0,387.0,1.0,4.0,8.0,1.0,65.0,0,816.0,2.0,340.0,0,29.0,16
Brandon Pettigrew,2014,70.0,31.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,58.0,0.0,0.0,2.0,0.0,17.0,0,319.0,0.0,70.0,9,29.0,7
Brandon Myers,2014,190.0,60.0,0.0,0.0,0.0,0.0,0.0,22.0,31.0,175.0,0.0,3.0,5.0,0.0,39.0,0,384.0,0.0,190.0,5,28.0,11
Benjamin Watson,2014,136.0,78.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,134.0,2.0,3.0,5.0,2.0,45.6,0,496.0,4.0,136.0,2,33.0,14
Bear Pascoe,2014,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.300000000000000,0,17.0,2.0,3.0,14,28.0,2
Austin Seferian-Jenkins,2014,221.0,41.0,0.0,0.0,0.0,1.0,1.0,21.0,36.0,385.0,2.0,3.0,5.0,2.0,48.1,0,449.0,4.0,221.0,7,21.0,9
Anthony Fasano,2014,226.0,80.0,0.0,0.0,0.0,0.0,0.0,25.0,35.0,262.0,4.0,5.0,5.0,4.0,69.6,0,640.0,8.0,226.0,2,30.0,14
Zach Miller,2015,439.0,222.0,0.0,0.0,0.0,0.0,0.0,34.0,46.0,312.0,5.0,4.0,6.0,3.0,107.9,0,504.0,10.0,439.0,4,30.0,12
Zach Ertz,2015,853.0,298.0,0.0,0.0,0.0,1.0,1.0,75.0,108.0,948.0,2.0,3.0,8.0,1.0,161.3,1,789.0,4.0,853.0,1,24.0,15
Virgil Green,2015,173.0,121.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,71.0,1.0,1.0,3.0,1.0,35.3,0,275.0,2.0,173.0,5,27.0,11
Vernon Davis,2015,201.0,70.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,210.0,0.0,2.0,4.0,0.0,38.1,0,270.0,0.0,201.0,3,31.0,13
Vernon Davis,2015,194.0,73.0,0.0,0.0,0.0,0.0,0.0,18.0,28.0,319.0,0.0,3.0,4.0,0.0,33.4,0,327.0,0.0,194.0,3,31.0,13
Vernon Davis,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0,9.0,0.0,0.0,3,31.0,13
Vance McDonald,2015,326.0,184.0,0.0,0.0,0.0,2.0,0.0,30.0,43.0,385.0,3.0,4.0,7.0,3.0,74.60000000000000,0,468.0,6.0,326.0,2,25.0,14
Tyler Kroft,2015,129.0,68.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,88.0,1.0,1.0,1.0,1.0,29.9,0,239.0,2.0,129.0,10,22.0,6
Tyler Eifert,2015,615.0,233.0,0.0,0.0,0.0,0.0,0.0,52.0,74.0,557.0,13.0,12.0,16.0,11.0,191.5,0,750.0,26.0,615.0,3,24.0,13
Troy Niklas,2015,33.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,32.0,2.0,2.0,2.0,2.0,19.3,0,43.0,4.0,33.0,13,22.0,3
Trey Burton,2015,54.0,31.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,27.0,0.0,0.0,0.0,0.0,8.4,0,53.0,0.0,54.0,13,23.0,3
Travis Kelce,2015,875.0,524.0,0.0,0.0,0.0,2.0,2.0,72.0,102.0,592.0,5.0,6.0,12.0,4.0,181.5,1,923.0,10.0,875.0,0,25.0,16
Tony Moeaki,2015,58.0,53.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,12.0,1.0,0.0,0.0,0.0,14.800000000000000,0,45.0,2.0,58.0,13,28.0,3
Scott Chandler,2015,259.0,72.0,0.0,0.0,0.0,0.0,0.0,23.0,42.0,429.0,4.0,6.0,9.0,4.0,72.9,0,364.0,8.0,259.0,4,30.0,12
Rob Gronkowski,2015,1176.0,554.0,0.0,0.0,0.0,0.0,0.0,72.0,119.0,1204.0,11.0,11.0,19.0,7.0,253.6,0,937.0,22.0,1176.0,1,26.0,15
Richard Rodgers,2015,526.0,234.0,1.0,11.0,0.0,0.0,0.0,58.0,84.0,540.0,8.0,10.0,14.0,7.0,157.7,0,799.0,16.0,537.0,0,23.0,16
Rhett Ellison,2015,124.0,126.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,28.0,1.0,2.0,3.0,1.0,29.4,0,344.0,2.0,124.0,5,26.0,11
Owen Daniels,2015,517.0,265.0,0.0,0.0,0.0,0.0,0.0,46.0,73.0,528.0,3.0,5.0,9.0,3.0,107.7,0,821.0,6.0,517.0,0,32.0,16
Nick O'Leary,2015,37.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,20.0,0.0,0.0,1.0,0.0,4.7,0,32.0,0.0,37.0,13,23.0,3
Nick Boyle,2015,153.0,100.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,105.0,0.0,1.0,1.0,0.0,33.3,0,273.0,0.0,153.0,8,22.0,8
MyCole Pruitt,2015,89.0,46.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,119.0,0.0,2.0,3.0,0.0,18.9,0,140.0,0.0,89.0,6,23.0,10
Mychal Rivera,2015,280.0,125.0,0.0,0.0,0.0,2.0,0.0,32.0,45.0,348.0,1.0,2.0,6.0,1.0,64.0,0,354.0,2.0,280.0,2,24.0,14
Michael Hoomanawanui,2015,76.0,25.0,1.0,0.0,0.0,1.0,1.0,11.0,16.0,77.0,3.0,4.0,6.0,3.0,33.6,0,267.0,6.0,76.0,6,27.0,10
Maxx Williams,2015,237.0,124.0,0.0,0.0,0.0,1.0,0.0,27.0,41.0,270.0,1.0,2.0,4.0,0.0,54.7,0,389.0,2.0,237.0,6,21.0,10
Martellus Bennett,2015,439.0,228.0,0.0,0.0,0.0,2.0,0.0,53.0,77.0,451.0,3.0,5.0,9.0,2.0,108.9,1,726.0,6.0,439.0,5,28.0,11
Marcedes Lewis,2015,226.0,161.0,0.0,0.0,0.0,0.0,0.0,16.0,34.0,255.0,0.0,0.0,5.0,0.0,32.6,0,619.0,0.0,226.0,1,31.0,15
Luke Willson,2015,213.0,94.0,0.0,0.0,0.0,0.0,0.0,17.0,26.0,211.0,1.0,1.0,3.0,0.0,44.3,0,417.0,2.0,213.0,3,25.0,13
Luke Stocker,2015,61.0,39.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,32.0,1.0,3.0,3.0,1.0,21.1,0,292.0,2.0,61.0,8,27.0,8
Levine Toilolo,2015,44.0,20.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,48.0,0.0,0.0,0.0,0.0,11.4,0,278.0,0.0,44.0,7,24.0,9
Lee Smith,2015,70.0,57.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,20.0,1.0,1.0,1.0,1.0,25.0,0,381.0,2.0,70.0,6,27.0,10
Lance Kendricks,2015,245.0,129.0,0.0,0.0,0.0,0.0,0.0,25.0,38.0,238.0,2.0,0.0,1.0,0.0,57.5,0,555.0,4.0,245.0,2,27.0,14
Ladarius Green,2015,429.0,222.0,0.0,0.0,0.0,0.0,0.0,37.0,63.0,485.0,4.0,5.0,8.0,3.0,103.90000000000000,0,662.0,8.0,429.0,3,25.0,13
Kyle Rudolph,2015,495.0,203.0,0.0,0.0,0.0,0.0,0.0,49.0,70.0,608.0,5.0,4.0,10.0,3.0,122.5,1,845.0,10.0,495.0,0,25.0,16
Kellen Davis,2015,18.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,88.0,1.0,1.0,3.0,1.0,10.800000000000000,0,207.0,2.0,18.0,8,29.0,8
Julius Thomas,2015,455.0,145.0,0.0,0.0,0.0,0.0,0.0,46.0,77.0,678.0,5.0,5.0,8.0,3.0,115.5,0,542.0,10.0,455.0,4,27.0,12
Josh Hill,2015,120.0,76.0,0.0,0.0,0.0,0.0,0.0,16.0,30.0,145.0,2.0,4.0,10.0,2.0,40.0,0,374.0,4.0,120.0,3,25.0,13
Jordan Reed,2015,880.0,435.0,0.0,0.0,0.0,3.0,2.0,76.0,100.0,698.0,9.0,13.0,19.0,8.0,210.0,1,664.0,18.0,880.0,3,25.0,13
Jordan Matthews,2015,997.0,414.0,0.0,0.0,0.0,2.0,1.0,85.0,126.0,1063.0,8.0,10.0,15.0,5.0,225.7,1,919.0,16.0,997.0,0,23.0,16
Jordan Cameron,2015,386.0,82.0,0.0,0.0,0.0,1.0,0.0,35.0,66.0,730.0,3.0,6.0,14.0,3.0,83.6,0,743.0,6.0,386.0,0,27.0,16
John Phillips,2015,69.0,24.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,48.0,1.0,2.0,2.0,1.0,22.9,0,151.0,2.0,69.0,10,28.0,6
Jimmy Graham,2015,605.0,220.0,0.0,0.0,0.0,0.0,0.0,48.0,73.0,676.0,2.0,3.0,8.0,1.0,118.5,1,569.0,4.0,605.0,5,28.0,11
Jesse James,2015,43.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,61.0,0.0,0.0,0.0,0.0,10.3,0,129.0,0.0,43.0,12,21.0,4
Jermaine Gresham,2015,223.0,74.0,0.0,0.0,0.0,0.0,0.0,18.0,31.0,260.0,1.0,2.0,8.0,1.0,44.3,0,522.0,2.0,223.0,3,27.0,13
Jason Witten,2015,713.0,230.0,0.0,0.0,0.0,1.0,1.0,77.0,99.0,727.0,3.0,8.0,13.0,3.0,153.3,0,1020.0,6.0,713.0,0,33.0,16
Jared Cook,2015,481.0,200.0,0.0,0.0,0.0,2.0,1.0,39.0,73.0,636.0,0.0,3.0,9.0,0.0,80.1,0,672.0,0.0,481.0,0,28.0,16
James O'Shaughnessy,2015,87.0,57.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,49.0,0.0,0.0,0.0,0.0,14.7,0,78.0,0.0,87.0,11,23.0,5
Jacob Tamme,2015,563.0,169.0,0.0,0.0,0.0,0.0,0.0,51.0,67.0,549.0,1.0,5.0,6.0,1.0,105.3,0,708.0,2.0,563.0,2,30.0,14
Jack Doyle,2015,72.0,56.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,22.0,1.0,3.0,4.0,1.0,25.200000000000000,0,190.0,2.0,72.0,9,25.0,7
Heath Miller,2015,535.0,212.0,1.0,2.0,0.0,0.0,0.0,60.0,80.0,465.0,2.0,8.0,13.0,2.0,123.7,0,923.0,4.0,537.0,1,32.0,15
Greg Olsen,2015,1104.0,344.0,0.0,0.0,0.0,1.0,1.0,77.0,123.0,1292.0,7.0,11.0,19.0,4.0,224.4,1,1057.0,14.0,1104.0,0,30.0,16
Geoff Swaim,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,13.0,0.0,0.0,15,21.0,1
Gavin Escobar,2015,64.0,27.0,0.0,0.0,0.0,1.0,1.0,8.0,13.0,79.0,1.0,2.0,6.0,1.0,17.400000000000000,0,148.0,2.0,64.0,9,24.0,7
Gary Barnidge,2015,1043.0,363.0,0.0,0.0,0.0,0.0,0.0,79.0,122.0,1201.0,9.0,10.0,23.0,8.0,231.3,0,939.0,18.0,1043.0,0,29.0,16
Garrett Graham,2015,30.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,206.0,1.0,1.0,4.0,1.0,11.0,0,261.0,2.0,30.0,9,29.0,7
Eric Ebron,2015,537.0,291.0,0.0,0.0,0.0,0.0,0.0,47.0,69.0,375.0,5.0,6.0,8.0,5.0,128.7,0,613.0,10.0,537.0,2,22.0,14
Ed Dickson,2015,121.0,53.0,0.0,0.0,0.0,0.0,0.0,17.0,26.0,182.0,2.0,4.0,6.0,2.0,41.1,0,444.0,4.0,121.0,4,28.0,12
Dwayne Allen,2015,109.0,50.0,1.0,1.0,0.0,0.0,0.0,16.0,29.0,176.0,1.0,2.0,4.0,1.0,33.0,0,486.0,2.0,110.0,4,25.0,12
Dion Sims,2015,127.0,81.0,0.0,0.0,0.0,1.0,1.0,18.0,25.0,157.0,1.0,4.0,5.0,1.0,33.7,0,438.0,2.0,127.0,4,24.0,12
Devin Funchess,2015,473.0,112.0,0.0,0.0,0.0,1.0,1.0,31.0,62.0,809.0,5.0,5.0,12.0,5.0,103.30000000000000,0,493.0,10.0,473.0,0,21.0,16
Derek Carrier,2015,141.0,77.0,0.0,0.0,0.0,0.0,0.0,17.0,21.0,136.0,1.0,4.0,4.0,1.0,35.1,0,354.0,2.0,141.0,5,25.0,11
Demetrius Harris,2015,74.0,22.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,81.0,1.0,2.0,3.0,1.0,20.4,0,119.0,2.0,74.0,10,24.0,6
Delanie Walker,2015,1088.0,384.0,1.0,36.0,0.0,0.0,0.0,94.0,130.0,1164.0,6.0,13.0,16.0,4.0,236.4,1,686.0,12.0,1124.0,1,31.0,15
Darren Waller,2015,18.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,86.0,0.0,0.0,1.0,0.0,3.8000000000000000,0,45.0,0.0,18.0,13,22.0,3
Darren Fells,2015,311.0,140.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,248.0,3.0,4.0,4.0,3.0,70.1,0,550.0,6.0,311.0,5,29.0,11
Daniel Brown,2015,47.0,23.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,78.0,0.0,0.0,1.0,0.0,7.700000000000000,0,55.0,0.0,47.0,14,23.0,2
Crockett Gillmore,2015,329.0,213.0,0.0,0.0,0.0,0.0,0.0,25.0,32.0,239.0,4.0,5.0,6.0,3.0,77.9,0,404.0,8.0,329.0,8,23.0,8
Craig Stevens,2015,121.0,41.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,121.0,2.0,3.0,4.0,2.0,36.1,0,292.0,4.0,121.0,6,30.0,10
Coby Fleener,2015,491.0,178.0,0.0,0.0,0.0,0.0,0.0,54.0,80.0,671.0,3.0,6.0,10.0,2.0,113.10000000000000,0,685.0,6.0,491.0,1,26.0,15
Clive Walford,2015,324.0,123.0,0.0,0.0,0.0,0.0,0.0,26.0,44.0,437.0,3.0,2.0,5.0,2.0,72.4,0,374.0,6.0,324.0,3,23.0,13
Clay Harbor,2015,149.0,56.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,117.0,1.0,2.0,4.0,1.0,32.9,0,184.0,2.0,149.0,8,28.0,8
