player_name,season,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,rush_touchdown,fumble,fumble_lost,receptions,targets,receiving_air_yards,receiving_touchdown,receptions_redzone,targets_redzone,receiving_touchdown_redzone,fantasy_points_ppr,top_10_next,offense_snaps,total_tds,total_yards,games_missed,age,games_played_season
Chris Gragg,2015,150.0,50.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,186.0,0.0,0.0,4.0,0.0,27.0,0,262.0,0.0,150.0,9,25.0,7
Charles Clay,2015,528.0,237.0,0.0,0.0,0.0,1.0,0.0,51.0,75.0,579.0,3.0,1.0,3.0,1.0,117.8,0,763.0,6.0,528.0,3,26.0,13
Cameron Brate,2015,260.0,42.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,280.0,3.0,5.0,7.0,3.0,61.0,1,245.0,6.0,260.0,6,24.0,10
C.J. Uzomah,2015,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.4,0,10.0,0.0,4.0,15,22.0,1
C.J. Fiedorowicz,2015,167.0,77.0,0.0,0.0,0.0,1.0,1.0,17.0,23.0,110.0,1.0,2.0,3.0,1.0,34.7,0,527.0,2.0,167.0,3,23.0,13
Brent Celek,2015,398.0,169.0,0.0,0.0,0.0,1.0,0.0,27.0,33.0,299.0,3.0,5.0,5.0,3.0,80.8,0,446.0,6.0,398.0,4,30.0,12
Brandon Pettigrew,2015,67.0,38.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,68.0,1.0,1.0,1.0,1.0,17.7,0,246.0,2.0,67.0,9,30.0,7
Brandon Myers,2015,127.0,22.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,161.0,0.0,1.0,1.0,0.0,20.7,0,239.0,0.0,127.0,10,29.0,6
Blake Bell,2015,186.0,92.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,186.0,0.0,1.0,4.0,0.0,33.6,0,332.0,0.0,186.0,7,24.0,9
Benjamin Watson,2015,825.0,241.0,0.0,0.0,0.0,1.0,1.0,74.0,108.0,985.0,6.0,12.0,18.0,6.0,185.5,0,984.0,12.0,825.0,0,34.0,16
Austin Seferian-Jenkins,2015,338.0,96.0,0.0,0.0,0.0,0.0,0.0,21.0,39.0,439.0,4.0,3.0,9.0,2.0,78.8,0,214.0,8.0,338.0,9,22.0,7
Anthony Fasano,2015,289.0,151.0,0.0,0.0,0.0,0.0,0.0,26.0,40.0,275.0,2.0,4.0,6.0,2.0,62.9,0,481.0,4.0,289.0,2,31.0,14
Zach Miller,2016,486.0,221.0,0.0,0.0,0.0,0.0,0.0,47.0,63.0,427.0,4.0,6.0,8.0,4.0,117.6,0,510.0,8.0,486.0,6,31.0,10
Zach Ertz,2016,816.0,263.0,0.0,0.0,0.0,0.0,0.0,78.0,102.0,852.0,4.0,8.0,16.0,4.0,175.6,1,849.0,8.0,816.0,2,25.0,14
Virgil Green,2016,237.0,101.0,0.0,0.0,0.0,0.0,0.0,22.0,37.0,254.0,1.0,1.0,4.0,1.0,51.7,0,398.0,2.0,237.0,6,28.0,10
Vernon Davis,2016,581.0,236.0,0.0,0.0,0.0,0.0,0.0,44.0,57.0,525.0,2.0,3.0,7.0,1.0,110.1,0,637.0,4.0,581.0,1,32.0,15
Vance McDonald,2016,391.0,207.0,0.0,0.0,0.0,0.0,0.0,24.0,44.0,439.0,4.0,4.0,6.0,2.0,85.1,0,426.0,8.0,391.0,6,26.0,10
Tyler Kroft,2016,57.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,69.0,0.0,1.0,1.0,0.0,10.7,0,133.0,0.0,57.0,11,23.0,5
Tyler Higbee,2016,85.0,26.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,203.0,1.0,1.0,4.0,1.0,21.5,0,300.0,2.0,85.0,5,23.0,11
Tyler Eifert,2016,394.0,132.0,0.0,0.0,0.0,0.0,0.0,29.0,45.0,367.0,5.0,5.0,10.0,5.0,94.4,0,428.0,10.0,394.0,8,25.0,8
Troy Niklas,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,42.0,0.0,0.0,14,23.0,2
Trey Burton,2016,327.0,137.0,0.0,0.0,0.0,0.0,0.0,37.0,59.0,442.0,1.0,4.0,8.0,1.0,73.7,0,319.0,2.0,327.0,2,24.0,14
Travis Kelce,2016,1125.0,633.0,1.0,-5.0,0.0,0.0,0.0,85.0,117.0,785.0,4.0,9.0,18.0,3.0,221.0,1,886.0,8.0,1120.0,0,26.0,16
Stephen Anderson,2016,93.0,39.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,75.0,1.0,3.0,4.0,1.0,26.3,0,98.0,2.0,93.0,7,23.0,9
Seth DeValve,2016,127.0,44.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,101.0,2.0,1.0,2.0,1.0,34.7,0,77.0,4.0,127.0,8,23.0,8
Ryan Griffin,2016,45.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,48.0,0.0,0.0,0.0,0.0,9.5,0,83.0,0.0,45.0,13,26.0,3
Rob Gronkowski,2016,540.0,227.0,0.0,0.0,0.0,0.0,0.0,25.0,38.0,529.0,3.0,3.0,6.0,1.0,97.0,1,352.0,6.0,540.0,8,27.0,8
Richard Rodgers,2016,271.0,105.0,0.0,0.0,0.0,0.0,0.0,30.0,46.0,381.0,2.0,3.0,6.0,2.0,67.1,0,578.0,4.0,271.0,1,24.0,15
Rhett Ellison,2016,57.0,34.0,1.0,1.0,1.0,0.0,0.0,9.0,14.0,42.0,0.0,2.0,4.0,0.0,20.8,0,185.0,1.0,58.0,7,27.0,9
Niles Paul,2016,27.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.7,0,26.0,0.0,27.0,14,27.0,2
Nick Vannett,2016,32.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,26.0,0.0,0.0,0.0,0.0,6.2,0,38.0,0.0,32.0,13,23.0,3
Nick O'Leary,2016,114.0,43.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,129.0,0.0,1.0,1.0,0.0,20.4,0,273.0,0.0,114.0,6,24.0,10
Nick Boyle,2016,44.0,21.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,23.0,0.0,1.0,1.0,0.0,10.4,0,65.0,0.0,44.0,13,23.0,3
Neal Sterling,2016,110.0,48.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,125.0,0.0,1.0,1.0,0.0,23.0,0,168.0,0.0,110.0,11,24.0,5
MyCole Pruitt,2016,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.7,0,13.0,0.0,7.0,14,24.0,2
MyCole Pruitt,2016,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.6,0,15.0,0.0,6.0,14,24.0,2
Mychal Rivera,2016,192.0,62.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,225.0,1.0,2.0,4.0,1.0,41.200000000000000,0,227.0,2.0,192.0,6,25.0,10
Martellus Bennett,2016,701.0,416.0,2.0,10.0,0.0,0.0,0.0,55.0,73.0,386.0,7.0,9.0,11.0,6.0,168.1,0,867.0,14.0,711.0,0,29.0,16
Marcedes Lewis,2016,169.0,106.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,139.0,1.0,3.0,4.0,1.0,42.9,0,279.0,2.0,169.0,6,32.0,10
Luke Willson,2016,129.0,75.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,147.0,2.0,3.0,3.0,2.0,37.9,0,324.0,4.0,129.0,6,26.0,10
Luke Stocker,2016,23.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,12.0,0.0,0.0,0.0,0.0,7.3,0,187.0,0.0,23.0,10,28.0,6
Levine Toilolo,2016,264.0,147.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,163.0,2.0,0.0,1.0,0.0,51.4,0,505.0,4.0,264.0,3,25.0,13
Lee Smith,2016,29.0,32.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,-3.0,0.0,0.0,0.0,0.0,8.9,0,86.0,0.0,29.0,13,28.0,3
Lance Kendricks,2016,499.0,276.0,0.0,0.0,0.0,1.0,1.0,50.0,83.0,433.0,2.0,3.0,6.0,2.0,100.9,0,827.0,4.0,499.0,0,28.0,16
Ladarius Green,2016,274.0,92.0,0.0,0.0,0.0,0.0,0.0,15.0,29.0,346.0,1.0,1.0,5.0,1.0,46.4,0,128.0,2.0,274.0,11,26.0,5
Kyle Rudolph,2016,840.0,359.0,0.0,0.0,0.0,0.0,0.0,83.0,132.0,856.0,7.0,15.0,25.0,6.0,209.0,1,970.0,14.0,840.0,0,26.0,16
Kellen Davis,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0,49.0,0.0,0.0,15,30.0,1
Julius Thomas,2016,281.0,95.0,0.0,0.0,0.0,0.0,0.0,30.0,51.0,363.0,4.0,4.0,7.0,3.0,82.1,0,450.0,8.0,281.0,7,28.0,9
Joshua Perkins,2016,42.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,38.0,1.0,1.0,2.0,0.0,13.200000000000000,0,37.0,2.0,42.0,14,23.0,2
Josh Hill,2016,149.0,77.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,123.0,1.0,2.0,3.0,1.0,35.9,0,350.0,2.0,149.0,8,26.0,8
Jordan Reed,2016,686.0,264.0,0.0,0.0,0.0,1.0,1.0,66.0,87.0,644.0,6.0,9.0,14.0,5.0,163.6,0,566.0,12.0,686.0,4,26.0,12
Jordan Matthews,2016,804.0,243.0,0.0,0.0,0.0,1.0,0.0,73.0,117.0,1133.0,3.0,5.0,12.0,3.0,171.4,0,843.0,6.0,804.0,2,24.0,14
Jordan Cameron,2016,60.0,28.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,87.0,1.0,1.0,1.0,1.0,20.0,0,98.0,2.0,60.0,13,28.0,3
John Phillips,2016,40.0,17.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,43.0,1.0,1.0,1.0,1.0,15.0,0,63.0,2.0,40.0,10,29.0,6
John Phillips,2016,24.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,26.0,0.0,0.0,1.0,0.0,5.4,0,109.0,0.0,24.0,10,29.0,6
Jimmy Graham,2016,923.0,325.0,1.0,0.0,0.0,2.0,2.0,65.0,94.0,884.0,6.0,8.0,20.0,4.0,185.3,1,790.0,12.0,923.0,0,29.0,16
Jesse James,2016,338.0,129.0,0.0,0.0,0.0,0.0,0.0,39.0,57.0,394.0,3.0,8.0,12.0,3.0,84.8,0,855.0,6.0,338.0,0,22.0,16
Jermaine Gresham,2016,391.0,138.0,0.0,0.0,0.0,1.0,0.0,37.0,60.0,452.0,2.0,3.0,7.0,1.0,86.1,0,835.0,4.0,391.0,0,28.0,16
Jerell Adams,2016,122.0,70.0,0.0,0.0,0.0,1.0,0.0,16.0,21.0,132.0,1.0,1.0,1.0,1.0,34.2,0,174.0,2.0,122.0,7,23.0,9
Jeff Heuerman,2016,141.0,68.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,144.0,0.0,0.0,0.0,0.0,23.1,0,170.0,0.0,141.0,10,23.0,6
Jason Witten,2016,673.0,273.0,0.0,0.0,0.0,1.0,1.0,69.0,94.0,596.0,3.0,12.0,18.0,2.0,149.3,1,964.0,6.0,673.0,1,34.0,15
Jared Cook,2016,377.0,147.0,0.0,0.0,0.0,1.0,1.0,30.0,51.0,503.0,1.0,6.0,10.0,1.0,70.7,0,328.0,2.0,377.0,6,29.0,10
James O'Shaughnessy,2016,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,1.9,0,28.0,0.0,-1.0,13,24.0,3
Jacob Tamme,2016,210.0,96.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,191.0,3.0,7.0,10.0,3.0,59.0,0,329.0,6.0,210.0,8,31.0,8
Jack Doyle,2016,584.0,246.0,0.0,0.0,0.0,1.0,1.0,59.0,73.0,467.0,5.0,10.0,13.0,4.0,140.4,1,750.0,10.0,584.0,0,26.0,16
Jace Amaro,2016,59.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,55.0,0.0,0.0,0.0,0.0,8.9,0,28.0,0.0,59.0,15,24.0,1
Hunter Henry,2016,467.0,194.0,0.0,0.0,0.0,1.0,1.0,34.0,51.0,451.0,7.0,10.0,16.0,7.0,119.7,0,488.0,14.0,467.0,4,21.0,12
Hakeem Valles,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,3.0,0.0,0.0,15,23.0,1
Greg Olsen,2016,1073.0,352.0,0.0,0.0,0.0,0.0,0.0,80.0,125.0,1406.0,3.0,9.0,15.0,2.0,197.3,0,1033.0,6.0,1073.0,0,31.0,16
Geoff Swaim,2016,69.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,23.0,0.0,0.0,0.0,0.0,12.9,0,142.0,0.0,69.0,10,22.0,6
Gavin Escobar,2016,30.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,43.0,1.0,1.0,2.0,1.0,11.0,0,53.0,2.0,30.0,13,25.0,3
Gary Barnidge,2016,612.0,240.0,0.0,0.0,0.0,0.0,0.0,55.0,81.0,574.0,2.0,3.0,5.0,2.0,126.2,0,968.0,4.0,612.0,0,30.0,16
Eric Ebron,2016,711.0,283.0,1.0,1.0,1.0,0.0,0.0,61.0,83.0,676.0,1.0,5.0,6.0,1.0,140.2,0,708.0,3.0,712.0,3,23.0,13
Ed Dickson,2016,134.0,69.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,168.0,1.0,1.0,3.0,1.0,25.400000000000000,0,367.0,2.0,134.0,4,29.0,12
Dwayne Allen,2016,391.0,117.0,0.0,0.0,0.0,1.0,0.0,34.0,49.0,439.0,6.0,6.0,8.0,4.0,107.1,0,567.0,12.0,391.0,3,26.0,13
Dion Sims,2016,256.0,130.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,219.0,4.0,5.0,7.0,4.0,73.6,0,688.0,8.0,256.0,3,25.0,13
Devin Funchess,2016,371.0,103.0,0.0,0.0,0.0,0.0,0.0,23.0,57.0,770.0,4.0,3.0,13.0,3.0,82.1,1,472.0,8.0,371.0,2,22.0,14
Derek Carrier,2016,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,3.0,0,25.0,0.0,10.0,14,26.0,2
Dennis Pitta,2016,729.0,295.0,0.0,0.0,0.0,1.0,1.0,86.0,117.0,745.0,2.0,7.0,12.0,2.0,159.9,0,810.0,4.0,729.0,0,31.0,16
Demetrius Harris,2016,123.0,41.0,0.0,0.0,0.0,1.0,0.0,17.0,31.0,199.0,1.0,2.0,5.0,1.0,35.3,0,386.0,2.0,123.0,3,25.0,13
Delanie Walker,2016,800.0,271.0,2.0,11.0,0.0,1.0,0.0,65.0,99.0,966.0,7.0,9.0,17.0,6.0,182.1,1,709.0,14.0,811.0,1,32.0,15
David Morgan,2016,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.4,0,7.0,0.0,4.0,15,23.0,1
Darren Waller,2016,85.0,39.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,114.0,2.0,3.0,6.0,2.0,28.5,0,183.0,4.0,85.0,8,23.0,8
Darren Fells,2016,154.0,90.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,106.0,1.0,1.0,3.0,0.0,35.4,0,279.0,2.0,154.0,7,30.0,9
Daniel Brown,2016,124.0,45.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,133.0,1.0,3.0,5.0,1.0,32.4,0,261.0,2.0,124.0,10,24.0,6
Crockett Gillmore,2016,71.0,33.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,100.0,1.0,1.0,2.0,1.0,21.1,0,196.0,2.0,71.0,11,24.0,5
Cole Wick,2016,18.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,49.0,0.0,0.0,0.0,0.0,3.8,0,33.0,0.0,18.0,13,22.0,3
Coby Fleener,2016,631.0,212.0,1.0,2.0,1.0,2.0,0.0,50.0,78.0,756.0,3.0,10.0,17.0,2.0,131.3,0,664.0,7.0,633.0,0,27.0,16
Clive Walford,2016,359.0,116.0,0.0,0.0,0.0,0.0,0.0,33.0,52.0,422.0,3.0,2.0,9.0,2.0,86.9,0,702.0,6.0,359.0,1,24.0,15
Clay Harbor,2016,19.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,4.9,0,54.0,0.0,19.0,14,29.0,2
Chris Manhertz,2016,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,2.0,0,5.0,0.0,10.0,15,24.0,1
Charles Clay,2016,552.0,192.0,0.0,0.0,0.0,0.0,0.0,57.0,87.0,694.0,4.0,8.0,14.0,3.0,136.2,0,872.0,8.0,552.0,1,27.0,15
Cameron Brate,2016,660.0,136.0,0.0,0.0,0.0,1.0,0.0,57.0,81.0,789.0,8.0,11.0,17.0,8.0,171.0,0,707.0,16.0,660.0,1,25.0,15
C.J. Uzomah,2016,234.0,95.0,0.0,0.0,0.0,0.0,0.0,25.0,37.0,267.0,1.0,2.0,6.0,1.0,52.400000000000000,0,396.0,2.0,234.0,8,23.0,8
C.J. Fiedorowicz,2016,559.0,212.0,0.0,0.0,0.0,1.0,0.0,54.0,87.0,609.0,4.0,6.0,12.0,3.0,129.9,0,677.0,8.0,559.0,1,24.0,15
Brent Celek,2016,155.0,87.0,0.0,0.0,0.0,1.0,0.0,14.0,18.0,118.0,0.0,1.0,3.0,0.0,27.5,0,321.0,0.0,155.0,6,31.0,10
Brandon Myers,2016,59.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,116.0,1.0,2.0,5.0,1.0,18.9,0,235.0,2.0,59.0,8,30.0,8
Braedon Bowman,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0,14.0,0.0,0.0,15,22.0,1
Blake Bell,2016,85.0,31.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,108.0,0.0,1.0,2.0,0.0,12.5,0,78.0,0.0,85.0,10,25.0,6
Ben Koyack,2016,161.0,45.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,152.0,1.0,2.0,2.0,1.0,41.1,0,338.0,2.0,161.0,7,23.0,9
Ben Braunecker,2016,41.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,39.0,0.0,1.0,1.0,0.0,6.1,0,44.0,0.0,41.0,13,22.0,3
Austin Seferian-Jenkins,2016,110.0,28.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,142.0,0.0,0.0,2.0,0.0,19.0,0,138.0,0.0,110.0,7,23.0,9
Austin Seferian-Jenkins,2016,44.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,44.0,1.0,0.0,0.0,0.0,13.4,0,52.0,2.0,44.0,7,23.0,9
Austin Hooper,2016,271.0,66.0,0.0,0.0,0.0,0.0,0.0,19.0,27.0,275.0,3.0,3.0,5.0,2.0,64.1,0,364.0,6.0,271.0,5,21.0,11
Anthony Fasano,2016,83.0,38.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,105.0,2.0,2.0,2.0,2.0,28.3,0,327.0,4.0,83.0,6,32.0,10
Alex Ellis,2016,11.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,11.0,0.0,0.0,0.0,0.0,4.1,0,56.0,0.0,11.0,13,23.0,3
A.J. Derby,2016,160.0,50.0,0.0,0.0,0.0,1.0,1.0,16.0,20.0,135.0,0.0,1.0,1.0,0.0,29.0,0,188.0,0.0,160.0,10,24.0,6
Zach Miller,2017,236.0,72.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,298.0,2.0,2.0,5.0,1.0,51.6,0,314.0,4.0,236.0,8,32.0,8
Zach Ertz,2017,768.0,232.0,0.0,0.0,0.0,1.0,1.0,68.0,99.0,801.0,7.0,10.0,15.0,7.0,179.8,1,717.0,14.0,768.0,3,26.0,13
Virgil Green,2017,191.0,92.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,175.0,1.0,1.0,3.0,1.0,37.1,0,371.0,2.0,191.0,5,29.0,11
Vince Mayle,2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,0.0,14,26.0,2
Vernon Davis,2017,576.0,272.0,0.0,0.0,0.0,2.0,2.0,37.0,58.0,653.0,3.0,3.0,8.0,1.0,102.6,0,752.0,6.0,576.0,1,33.0,15
Vance McDonald,2017,188.0,88.0,0.0,0.0,0.0,0.0,0.0,14.0,23.0,199.0,1.0,1.0,4.0,1.0,36.8,1,255.0,2.0,188.0,7,27.0,9
Tyler Kroft,2017,404.0,193.0,0.0,0.0,0.0,0.0,0.0,42.0,62.0,465.0,7.0,7.0,12.0,7.0,124.4,0,796.0,14.0,404.0,1,24.0,15
Tyler Higbee,2017,295.0,77.0,0.0,0.0,0.0,0.0,0.0,25.0,44.0,482.0,1.0,4.0,5.0,1.0,58.5,0,683.0,2.0,295.0,2,24.0,14
Tyler Eifert,2017,46.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,47.0,0.0,0.0,1.0,0.0,8.6,0,104.0,0.0,46.0,14,26.0,2
Troy Niklas,2017,132.0,56.0,0.0,0.0,0.0,0.0,0.0,11.0,23.0,181.0,1.0,1.0,3.0,1.0,30.2,0,331.0,2.0,132.0,5,24.0,11
Trey Burton,2017,248.0,35.0,0.0,0.0,0.0,0.0,0.0,23.0,31.0,308.0,5.0,6.0,7.0,4.0,77.8,1,267.0,10.0,248.0,4,25.0,12
Travis Kelce,2017,1038.0,406.0,2.0,7.0,0.0,0.0,0.0,83.0,119.0,1186.0,8.0,10.0,20.0,5.0,227.5,1,872.0,16.0,1045.0,1,27.0,15
Stephen Anderson,2017,342.0,132.0,0.0,0.0,0.0,0.0,0.0,25.0,49.0,460.0,1.0,1.0,7.0,1.0,59.2,0,429.0,2.0,342.0,2,24.0,14
Seth DeValve,2017,395.0,171.0,0.0,0.0,0.0,1.0,1.0,33.0,54.0,501.0,1.0,1.0,4.0,1.0,67.5,0,531.0,2.0,395.0,0,24.0,16
Ryan Griffin,2017,158.0,77.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,255.0,1.0,2.0,3.0,1.0,34.8,0,327.0,2.0,158.0,10,27.0,6
Rob Gronkowski,2017,833.0,271.0,0.0,0.0,0.0,1.0,0.0,54.0,81.0,962.0,6.0,8.0,16.0,5.0,171.3,0,723.0,12.0,833.0,5,28.0,11
Ricky Seals-Jones,2017,201.0,74.0,0.0,0.0,0.0,0.0,0.0,12.0,27.0,319.0,3.0,1.0,1.0,1.0,48.1,0,133.0,6.0,201.0,8,22.0,8
Richard Rodgers,2017,160.0,89.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,131.0,1.0,0.0,0.0,0.0,34.0,0,261.0,2.0,160.0,7,25.0,9
Rhett Ellison,2017,235.0,131.0,0.0,0.0,0.0,0.0,0.0,24.0,32.0,163.0,2.0,2.0,2.0,2.0,59.5,0,430.0,4.0,235.0,4,28.0,12
Orson Charles,2017,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,0.0,0.0,0.0,0.0,4.5,0,9.0,0.0,35.0,15,26.0,1
O.J. Howard,2017,432.0,152.0,0.0,0.0,0.0,3.0,2.0,26.0,38.0,456.0,6.0,4.0,6.0,3.0,97.2,0,558.0,12.0,432.0,3,22.0,13
Niles Paul,2017,94.0,31.0,2.0,4.0,0.0,0.0,0.0,13.0,19.0,112.0,0.0,1.0,2.0,0.0,22.8,0,255.0,0.0,98.0,5,28.0,11
Nick Vannett,2017,124.0,45.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,108.0,1.0,1.0,1.0,1.0,30.4,0,180.0,2.0,124.0,8,24.0,8
Nick O'Leary,2017,322.0,120.0,0.0,0.0,0.0,1.0,1.0,22.0,32.0,360.0,2.0,1.0,3.0,1.0,63.2,0,495.0,4.0,322.0,3,25.0,13
Nick Boyle,2017,203.0,153.0,0.0,0.0,0.0,0.0,0.0,28.0,37.0,75.0,0.0,6.0,11.0,0.0,48.3,0,695.0,0.0,203.0,1,24.0,15
Neal Sterling,2017,74.0,41.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,89.0,0.0,0.0,1.0,0.0,12.4,0,44.0,0.0,74.0,13,25.0,3
Michael Roberts,2017,46.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,48.0,0.0,1.0,1.0,0.0,8.6,0,89.0,0.0,46.0,11,23.0,5
Michael Hoomanawanui,2017,52.0,27.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,71.0,1.0,2.0,2.0,1.0,17.2,0,237.0,2.0,52.0,9,29.0,7
Maxx Williams,2017,57.0,69.0,2.0,6.0,0.0,1.0,1.0,12.0,15.0,1.0,1.0,3.0,3.0,1.0,21.3,0,219.0,2.0,63.0,8,23.0,8
Martellus Bennett,2017,233.0,119.0,0.0,0.0,0.0,0.0,0.0,24.0,37.0,261.0,0.0,2.0,3.0,0.0,45.300000000000000,0,388.0,0.0,233.0,7,30.0,9
Martellus Bennett,2017,38.0,33.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,6.8,0,7.0,0.0,38.0,7,30.0,9
Martellus Bennett,2017,15.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-1.0,0.0,0.0,0.0,0.0,4.5,0,17.0,0.0,15.0,7,30.0,9
Marcedes Lewis,2017,318.0,163.0,0.0,0.0,0.0,0.0,0.0,24.0,47.0,384.0,5.0,5.0,10.0,4.0,83.8,0,894.0,10.0,318.0,0,33.0,16
Luke Willson,2017,153.0,90.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0,155.0,4.0,4.0,4.0,2.0,52.3,0,329.0,8.0,153.0,3,27.0,13
Luke Stocker,2017,18.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,10.8,0,30.0,2.0,18.0,12,29.0,4
Luke Stocker,2017,12.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,2.2,0,44.0,0.0,12.0,12,29.0,4
Logan Thomas,2017,67.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,63.0,1.0,0.0,1.0,0.0,19.7,0,113.0,2.0,67.0,11,26.0,5
Levine Toilolo,2017,122.0,63.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,85.0,1.0,2.0,2.0,0.0,30.2,0,245.0,2.0,122.0,8,26.0,8
Lee Smith,2017,76.0,32.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,57.0,0.0,1.0,1.0,0.0,15.600000000000000,0,154.0,0.0,76.0,10,29.0,6
Lance Kendricks,2017,203.0,89.0,0.0,0.0,0.0,0.0,0.0,18.0,31.0,260.0,1.0,1.0,4.0,1.0,36.3,0,348.0,2.0,203.0,5,29.0,11
