player_name,position,season,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,rush_touchdown,pass_touchdown,interception,fumble,receptions,targets,receiving_touchdown,receptions_redzone,targets_redzone,receiving_touchdown_redzone,rush_attempts_redzone,rush_touchdown_redzone,fantasy_points_ppr,total_tds,touches,total_yards,age,games_played_season,top_10_next
Marcus Murphy,RB,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,1,0
Mark Ingram,RB,2015,405.0,460.0,167.0,769.0,17.0,6.0,0.0,1.0,2.0,50.0,59.0,0.0,5.0,6.0,0.0,33.0,6.0,198.4,6.0,217.0,1174.0,25.0,12,1
Marshawn Lynch,RB,2015,80.0,87.0,112.0,417.0,19.0,3.0,0.0,2.0,0.0,13.0,19.0,0.0,2.0,4.0,0.0,21.0,3.0,76.7,3.0,125.0,497.0,29.0,7,0
Matt Forte,RB,2015,389.0,351.0,218.0,898.0,12.0,4.0,3.0,1.0,2.0,44.0,57.0,3.0,6.0,10.0,2.0,30.0,4.0,209.7,10.0,262.0,1287.0,29.0,13,0
Matt Jones,RB,2015,304.0,266.0,144.0,490.0,24.0,3.0,1.0,0.0,5.0,19.0,25.0,1.0,1.0,2.0,0.0,27.0,2.0,110.4,5.0,163.0,794.0,22.0,13,0
Melvin Gordon,RB,2015,192.0,256.0,184.0,641.0,23.0,0.0,0.0,0.0,6.0,33.0,37.0,0.0,2.0,2.0,0.0,12.0,0.0,104.3,0.0,217.0,833.0,22.0,14,1
Mike Davis,RB,2015,23.0,24.0,25.0,24.0,8.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,2.0,3.0,0.0,5.0,0.0,9.7,0.0,30.0,47.0,22.0,4,0
Mike Gillislee,RB,2015,24.0,27.0,40.0,226.0,6.0,3.0,0.0,0.0,1.0,5.0,6.0,0.0,1.0,1.0,0.0,4.0,1.0,45.0,3.0,45.0,250.0,24.0,4,0
Rashad Jennings,RB,2015,296.0,310.0,195.0,863.0,17.0,3.0,1.0,0.0,2.0,29.0,40.0,1.0,1.0,1.0,0.0,20.0,2.0,162.9,5.0,224.0,1159.0,30.0,16,0
Reggie Bush,RB,2015,19.0,23.0,8.0,28.0,1.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,8.700000000000000,0.0,12.0,47.0,30.0,5,0
Rex Burkhead,RB,2015,94.0,25.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,10.0,15.0,1.0,1.0,1.0,1.0,0.0,0.0,22.8,2.0,14.0,98.0,25.0,12,0
Robert Turbin,RB,2015,12.0,17.0,25.0,104.0,3.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,21.6,1.0,29.0,116.0,25.0,6,0
Ronnie Hillman,RB,2015,111.0,122.0,207.0,863.0,24.0,7.0,0.0,1.0,3.0,24.0,34.0,0.0,2.0,5.0,0.0,28.0,5.0,158.4,7.0,231.0,974.0,23.0,16,0
Roy Helu,RB,2015,75.0,89.0,17.0,39.0,2.0,0.0,1.0,1.0,0.0,9.0,15.0,1.0,2.0,2.0,1.0,0.0,0.0,24.4,2.0,26.0,114.0,26.0,8,0
Ryan Mathews,RB,2015,146.0,152.0,106.0,539.0,9.0,6.0,1.0,1.0,3.0,20.0,27.0,1.0,2.0,2.0,0.0,16.0,5.0,119.5,8.0,126.0,685.0,27.0,13,0
Shane Vereen,RB,2015,494.0,421.0,61.0,260.0,6.0,0.0,4.0,1.0,1.0,59.0,80.0,4.0,9.0,12.0,4.0,8.0,0.0,156.4,8.0,120.0,754.0,26.0,16,0
Spencer Ware,RB,2015,5.0,12.0,72.0,403.0,5.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,12.0,6.0,82.8,6.0,78.0,408.0,23.0,9,0
Stepfan Taylor,RB,2015,4.0,0.0,17.0,58.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,5.0,0.0,7.2,0.0,18.0,62.0,24.0,6,0
Stevan Ridley,RB,2015,-2.0,11.0,36.0,90.0,9.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,5.0,0.0,12.8,0.0,40.0,88.0,26.0,8,0
T.J. Yeldon,RB,2015,270.0,297.0,162.0,625.0,21.0,1.0,1.0,1.0,0.0,35.0,42.0,1.0,2.0,3.0,1.0,21.0,1.0,134.5,3.0,197.0,895.0,21.0,11,0
Taiwan Jones,RB,2015,106.0,114.0,16.0,74.0,1.0,0.0,1.0,0.0,1.0,7.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,31.0,2.0,23.0,180.0,27.0,9,0
Terrance West,RB,2015,16.0,12.0,31.0,112.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,15.8,0.0,34.0,128.0,24.0,6,0
Terrance West,RB,2015,0.0,0.0,16.0,51.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.9000000000000000,0.0,16.0,51.0,24.0,6,0
Tevin Coleman,RB,2015,14.0,11.0,85.0,389.0,8.0,1.0,0.0,1.0,3.0,2.0,10.0,0.0,0.0,2.0,0.0,14.0,1.0,37.3,1.0,87.0,403.0,22.0,11,0
Theo Riddick,RB,2015,697.0,653.0,43.0,133.0,3.0,0.0,3.0,1.0,1.0,80.0,98.0,3.0,11.0,14.0,2.0,5.0,0.0,176.0,6.0,123.0,830.0,24.0,16,0
Tim Hightower,RB,2015,129.0,134.0,85.0,329.0,8.0,4.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,22.0,4.0,81.8,4.0,97.0,458.0,29.0,5,0
Toby Gerhart,RB,2015,23.0,23.0,20.0,44.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,2.0,0.0,7.0,0.0,9.700000000000000,0.0,23.0,67.0,28.0,5,0
Todd Gurley,RB,2015,188.0,202.0,230.0,1106.0,27.0,10.0,0.0,0.0,3.0,21.0,26.0,0.0,2.0,2.0,0.0,31.0,9.0,207.4,10.0,251.0,1294.0,21.0,13,0
Tre Mason,RB,2015,88.0,119.0,75.0,207.0,16.0,1.0,0.0,0.0,3.0,18.0,21.0,0.0,0.0,0.0,0.0,5.0,1.0,50.5,1.0,93.0,295.0,22.0,13,0
Zac Stacy,RB,2015,65.0,80.0,31.0,89.0,4.0,1.0,0.0,0.0,0.0,9.0,12.0,0.0,1.0,1.0,0.0,3.0,1.0,30.4,1.0,40.0,154.0,24.0,6,0
Adrian Peterson,RB,2016,7.0,10.0,31.0,50.0,8.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,7.700000000000000,0.0,33.0,57.0,31.0,2,0
Alex Collins,RB,2016,84.0,81.0,31.0,125.0,2.0,1.0,0.0,0.0,2.0,11.0,11.0,0.0,1.0,1.0,0.0,6.0,1.0,34.9,1.0,42.0,209.0,22.0,9,0
Alfred Blue,RB,2016,40.0,28.0,100.0,420.0,6.0,1.0,0.0,0.0,2.0,12.0,16.0,0.0,1.0,2.0,0.0,16.0,0.0,61.0,1.0,112.0,460.0,25.0,14,0
Alfred Morris,RB,2016,11.0,11.0,69.0,243.0,6.0,2.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,38.4,2.0,72.0,254.0,27.0,13,0
Ameer Abdullah,RB,2016,57.0,54.0,18.0,101.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,26.8,2.0,23.0,158.0,23.0,2,0
Andre Ellington,RB,2016,85.0,72.0,34.0,96.0,5.0,0.0,0.0,0.0,0.0,12.0,19.0,0.0,0.0,1.0,0.0,6.0,0.0,30.1,0.0,46.0,181.0,27.0,13,0
Anthony Sherman,RB,2016,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,5.1,0.0,4.0,11.0,27.0,6,0
Bilal Powell,RB,2016,384.0,416.0,131.0,714.0,11.0,3.0,1.0,0.0,1.0,58.0,74.0,1.0,10.0,12.0,1.0,21.0,2.0,188.8,5.0,189.0,1098.0,27.0,16,0
Brandon Bolden,RB,2016,15.0,13.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,3.0,19.0,26.0,3,0
Brandon Wilds,RB,2016,20.0,23.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,6.300000000000000,0.0,10.0,43.0,23.0,2,0
C.J. Prosise,RB,2016,208.0,111.0,30.0,172.0,2.0,1.0,0.0,0.0,0.0,17.0,19.0,0.0,2.0,2.0,0.0,8.0,0.0,61.0,1.0,47.0,380.0,22.0,6,0
C.J. Spiller,RB,2016,38.0,22.0,1.0,-3.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,6.5,0.0,4.0,35.0,29.0,4,0
C.J. Spiller,RB,2016,7.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,4.0,16.0,29.0,4,0
Cameron Artis-Payne,RB,2016,11.0,15.0,36.0,144.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,28.5,2.0,37.0,155.0,26.0,3,0
Carlos Hyde,RB,2016,114.0,96.0,140.0,677.0,21.0,2.0,3.0,0.0,3.0,18.0,23.0,3.0,4.0,5.0,3.0,14.0,2.0,121.1,8.0,158.0,791.0,25.0,9,1
Cedric Peerman,RB,2016,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,6.0,15.0,29.0,1,0
Charles Sims,RB,2016,142.0,128.0,44.0,128.0,5.0,1.0,1.0,2.0,1.0,18.0,21.0,1.0,0.0,0.0,0.0,5.0,1.0,50.0,3.0,62.0,270.0,25.0,5,0
Chris Johnson,RB,2016,0.0,0.0,25.0,95.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,15.5,1.0,25.0,95.0,30.0,4,0
Chris Thompson,RB,2016,349.0,252.0,69.0,356.0,3.0,3.0,2.0,0.0,2.0,49.0,62.0,2.0,6.0,8.0,2.0,8.0,2.0,146.5,7.0,118.0,705.0,25.0,16,0
Christine Michael,RB,2016,96.0,112.0,117.0,469.0,13.0,6.0,1.0,0.0,2.0,20.0,26.0,1.0,2.0,3.0,1.0,21.0,5.0,115.5,8.0,137.0,565.0,25.0,14,0
Christine Michael,RB,2016,11.0,10.0,30.0,110.0,7.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,20.1,1.0,32.0,121.0,25.0,14,0
Cordarrelle Patterson,RB,2016,453.0,329.0,7.0,43.0,1.0,0.0,2.0,1.0,0.0,52.0,69.0,2.0,4.0,8.0,2.0,0.0,0.0,111.6,4.0,59.0,496.0,25.0,16,0
D.J. Foster,RB,2016,2.0,5.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.6000000000000000,0.0,8.0,26.0,22.0,2,0
Damien Williams,RB,2016,249.0,200.0,35.0,115.0,4.0,3.0,3.0,0.0,1.0,23.0,32.0,3.0,7.0,7.0,3.0,10.0,3.0,92.4,9.0,58.0,364.0,24.0,15,0
Daniel Lasco,RB,2016,11.0,13.0,11.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,6.3,0.0,13.0,43.0,23.0,3,0
Darren McFadden,RB,2016,19.0,23.0,21.0,77.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,11.600000000000000,0.0,23.0,96.0,29.0,2,0
Darren Sproles,RB,2016,427.0,407.0,94.0,438.0,12.0,2.0,2.0,0.0,0.0,52.0,71.0,2.0,6.0,13.0,1.0,18.0,1.0,162.5,6.0,146.0,865.0,33.0,15,0
Daryl Richardson,RB,2016,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.0,2.0,7.0,26.0,2,0
David Johnson,RB,2016,879.0,661.0,293.0,1239.0,29.0,16.0,4.0,1.0,5.0,80.0,119.0,4.0,8.0,14.0,3.0,58.0,14.0,400.8,24.0,373.0,2118.0,24.0,16,0
DeAndre Washington,RB,2016,115.0,115.0,87.0,467.0,5.0,2.0,0.0,1.0,1.0,17.0,22.0,0.0,0.0,1.0,0.0,4.0,0.0,82.2,2.0,104.0,582.0,23.0,13,0
DeAngelo Williams,RB,2016,118.0,132.0,98.0,343.0,7.0,4.0,2.0,0.0,0.0,18.0,27.0,2.0,2.0,2.0,2.0,10.0,4.0,100.1,8.0,116.0,461.0,33.0,8,0
DeMarco Murray,RB,2016,377.0,320.0,293.0,1287.0,33.0,9.0,4.0,0.0,3.0,53.0,67.0,3.0,13.0,18.0,3.0,44.0,8.0,294.8,16.0,348.0,1674.0,28.0,16,0
Denard Robinson,RB,2016,22.0,28.0,41.0,144.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,19.6,0.0,44.0,166.0,25.0,6,0
Derrick Henry,RB,2016,137.0,124.0,110.0,490.0,8.0,5.0,0.0,0.0,0.0,13.0,15.0,0.0,2.0,3.0,0.0,22.0,5.0,105.7,5.0,123.0,627.0,22.0,14,0
Devonta Freeman,RB,2016,462.0,416.0,227.0,1079.0,33.0,11.0,2.0,1.0,1.0,54.0,64.0,2.0,12.0,17.0,2.0,53.0,9.0,281.1,15.0,281.0,1541.0,24.0,16,0
Devontae Booker,RB,2016,265.0,253.0,174.0,612.0,16.0,4.0,1.0,0.0,4.0,31.0,45.0,1.0,3.0,6.0,0.0,29.0,4.0,139.7,6.0,205.0,877.0,24.0,16,0
Dexter McCluster,RB,2016,27.0,34.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0,7.0,0.0,2.0,4.0,0.0,1.0,0.0,5.9,0.0,8.0,29.0,28.0,5,0
Dion Lewis,RB,2016,68.0,61.0,59.0,260.0,4.0,0.0,0.0,0.0,1.0,14.0,19.0,0.0,1.0,2.0,0.0,13.0,0.0,46.8,0.0,73.0,328.0,25.0,6,0
Don Jackson,RB,2016,0.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,4.0,16.0,22.0,1,0
Doug Martin,RB,2016,134.0,107.0,144.0,421.0,23.0,3.0,0.0,0.0,1.0,14.0,16.0,0.0,1.0,1.0,0.0,23.0,3.0,84.5,3.0,158.0,555.0,27.0,8,0
Duke Johnson,RB,2016,514.0,426.0,73.0,358.0,11.0,1.0,0.0,2.0,2.0,53.0,72.0,0.0,2.0,7.0,0.0,7.0,1.0,139.2,1.0,127.0,872.0,22.0,16,1
Dwayne Washington,RB,2016,62.0,71.0,90.0,265.0,9.0,1.0,0.0,0.0,0.0,10.0,15.0,0.0,2.0,3.0,0.0,6.0,1.0,48.7,1.0,100.0,327.0,22.0,11,0
Eddie Lacy,RB,2016,28.0,40.0,71.0,360.0,6.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,11.0,0.0,42.8,0.0,75.0,388.0,26.0,5,0
Ezekiel Elliott,RB,2016,363.0,380.0,322.0,1631.0,25.0,15.0,1.0,0.0,5.0,32.0,40.0,1.0,3.0,3.0,0.0,39.0,12.0,324.4,17.0,354.0,1994.0,21.0,15,0
Frank Gore,RB,2016,277.0,286.0,263.0,1025.0,14.0,4.0,4.0,0.0,2.0,38.0,47.0,4.0,5.0,6.0,4.0,30.0,4.0,213.20000000000000,12.0,301.0,1302.0,33.0,16,0
Giovani Bernard,RB,2016,336.0,250.0,91.0,337.0,6.0,2.0,1.0,0.0,1.0,39.0,51.0,1.0,5.0,6.0,0.0,13.0,2.0,121.3,4.0,130.0,673.0,24.0,10,0
Isaiah Pead,RB,2016,6.0,8.0,8.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,9.0,28.0,26.0,2,0
J.D. McKissic,RB,2016,16.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,3.0,18.0,23.0,1,0
Jacquizz Rodgers,RB,2016,98.0,90.0,127.0,531.0,17.0,2.0,0.0,0.0,0.0,13.0,15.0,0.0,2.0,2.0,0.0,15.0,2.0,87.9,2.0,140.0,629.0,26.0,9,0
Jalen Richard,RB,2016,128.0,90.0,75.0,460.0,5.0,1.0,2.0,0.0,0.0,23.0,32.0,2.0,4.0,5.0,2.0,5.0,0.0,99.8,5.0,98.0,588.0,22.0,15,0
Jamaal Charles,RB,2016,14.0,17.0,12.0,40.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,4.0,1.0,13.400000000000000,1.0,14.0,54.0,29.0,3,0
James Starks,RB,2016,134.0,162.0,64.0,145.0,11.0,0.0,2.0,0.0,1.0,19.0,25.0,2.0,3.0,3.0,1.0,8.0,0.0,58.900000000000000,4.0,83.0,279.0,30.0,9,0
James White,RB,2016,551.0,512.0,39.0,166.0,3.0,0.0,5.0,0.0,0.0,60.0,86.0,5.0,4.0,9.0,4.0,4.0,0.0,161.70000000000000,10.0,99.0,717.0,24.0,16,0
Javorius Allen,RB,2016,0.0,3.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1000000000000000,0.0,7.0,21.0,25.0,2,0
Jay Ajayi,RB,2016,151.0,132.0,260.0,1272.0,37.0,8.0,0.0,0.0,4.0,27.0,35.0,0.0,3.0,5.0,0.0,32.0,7.0,214.3,8.0,287.0,1423.0,23.0,15,0
Jeremy Hill,RB,2016,174.0,164.0,222.0,839.0,21.0,9.0,0.0,0.0,0.0,21.0,27.0,0.0,3.0,3.0,0.0,48.0,8.0,176.3,9.0,243.0,1013.0,23.0,15,0
Jeremy Langford,RB,2016,102.0,98.0,53.0,171.0,6.0,3.0,0.0,0.0,2.0,12.0,17.0,0.0,0.0,0.0,0.0,7.0,3.0,51.300000000000000,3.0,65.0,273.0,24.0,9,0
Jerick McKinnon,RB,2016,255.0,271.0,161.0,539.0,23.0,2.0,2.0,0.0,0.0,43.0,53.0,2.0,6.0,6.0,2.0,25.0,2.0,146.4,6.0,205.0,794.0,24.0,15,0
Jonathan Stewart,RB,2016,60.0,74.0,199.0,739.0,23.0,7.0,0.0,0.0,3.0,8.0,20.0,0.0,1.0,3.0,0.0,36.0,7.0,123.9,7.0,207.0,799.0,29.0,12,0
Jonathan Williams,RB,2016,0.0,2.0,27.0,94.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,10.4,1.0,29.0,94.0,22.0,8,0
Jordan Howard,RB,2016,298.0,284.0,252.0,1313.0,21.0,6.0,1.0,1.0,2.0,29.0,49.0,1.0,2.0,8.0,0.0,32.0,6.0,227.1,8.0,281.0,1611.0,21.0,15,0
Jordan Todman,RB,2016,0.0,0.0,9.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.9,0.0,9.0,59.0,26.0,4,0
Josh Ferguson,RB,2016,136.0,162.0,15.0,20.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,8.0,0.0,35.6,0.0,35.0,156.0,23.0,8,0
Justin Forsett,RB,2016,16.0,20.0,37.0,138.0,7.0,1.0,0.0,0.0,1.0,4.0,7.0,0.0,1.0,1.0,0.0,2.0,1.0,25.4,1.0,41.0,154.0,30.0,7,0
Justin Forsett,RB,2016,36.0,36.0,31.0,98.0,3.0,0.0,0.0,1.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,22.4,0.0,42.0,134.0,30.0,7,0
Justin Forsett,RB,2016,15.0,17.0,8.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.8,0.0,10.0,48.0,30.0,7,0
Ka'Deem Carey,RB,2016,55.0,60.0,32.0,126.0,2.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,1.0,1.0,0.0,4.0,0.0,23.1,0.0,37.0,181.0,23.0,11,0
Kenjon Barner,RB,2016,42.0,47.0,27.0,129.0,2.0,2.0,0.0,0.0,0.0,5.0,11.0,0.0,1.0,1.0,0.0,5.0,2.0,34.1,2.0,32.0,171.0,27.0,10,0
Kenneth Dixon,RB,2016,162.0,186.0,88.0,382.0,13.0,2.0,1.0,1.0,1.0,30.0,40.0,1.0,2.0,2.0,1.0,7.0,2.0,100.4,4.0,118.0,544.0,22.0,12,0
Kenneth Farrow,RB,2016,70.0,81.0,60.0,192.0,8.0,0.0,0.0,0.0,2.0,13.0,16.0,0.0,0.0,1.0,0.0,8.0,0.0,36.2,0.0,73.0,262.0,23.0,10,0
Kenyan Drake,RB,2016,46.0,59.0,33.0,179.0,3.0,2.0,0.0,0.0,0.0,9.0,10.0,0.0,1.0,1.0,0.0,3.0,1.0,43.5,2.0,42.0,225.0,22.0,13,0
Kerwynn Williams,RB,2016,6.0,7.0,18.0,157.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,29.3,2.0,19.0,163.0,25.0,4,0
Knile Davis,RB,2016,4.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,5.0,8.0,24.0,6,0
Knile Davis,RB,2016,14.0,8.0,10.0,13.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.7,0.0,12.0,27.0,24.0,6,0
Knile Davis,RB,2016,7.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.7,0.0,4.0,17.0,24.0,6,0
Knile Davis,RB,2016,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,2.0,1.0,24.0,6,0
Lamar Miller,RB,2016,199.0,185.0,268.0,1073.0,21.0,5.0,1.0,0.0,2.0,31.0,39.0,1.0,5.0,6.0,1.0,34.0,5.0,191.2,7.0,299.0,1272.0,25.0,14,0
Latavius Murray,RB,2016,264.0,275.0,195.0,788.0,14.0,12.0,0.0,0.0,2.0,33.0,43.0,0.0,3.0,5.0,0.0,40.0,11.0,207.2,12.0,228.0,1052.0,26.0,14,0
Le'Veon Bell,RB,2016,582.0,630.0,243.0,1124.0,12.0,7.0,2.0,0.0,4.0,70.0,88.0,2.0,5.0,8.0,2.0,33.0,7.0,291.6,11.0,314.0,1706.0,24.0,11,1
LeSean McCoy,RB,2016,352.0,384.0,235.0,1267.0,36.0,13.0,1.0,0.0,3.0,50.0,57.0,1.0,6.0,7.0,1.0,39.0,11.0,295.90000000000000,15.0,285.0,1619.0,28.0,15,1
Mack Brown,RB,2016,-2.0,1.0,8.0,82.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,1.0,9.0,80.0,24.0,1,0
Malcolm Brown,RB,2016,46.0,42.0,18.0,39.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,21.0,85.0,23.0,8,0
Marcus Murphy,RB,2016,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.3,0.0,1.0,3.0,24.0,1,0
Mark Ingram,RB,2016,319.0,324.0,208.0,1043.0,14.0,6.0,4.0,0.0,2.0,46.0,58.0,4.0,11.0,12.0,3.0,40.0,5.0,236.2,14.0,254.0,1362.0,26.0,16,1
Matt Forte,RB,2016,263.0,275.0,218.0,813.0,23.0,7.0,1.0,1.0,1.0,30.0,42.0,1.0,3.0,4.0,1.0,33.0,6.0,180.6,9.0,248.0,1076.0,30.0,14,0
Matt Jones,RB,2016,73.0,57.0,99.0,460.0,10.0,3.0,0.0,0.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,18.0,3.0,73.3,3.0,107.0,533.0,23.0,7,0
Melvin Gordon,RB,2016,419.0,411.0,254.0,997.0,33.0,10.0,2.0,0.0,2.0,41.0,57.0,2.0,5.0,8.0,2.0,52.0,10.0,248.6,14.0,295.0,1416.0,23.0,13,1
Mike Davis,RB,2016,25.0,15.0,19.0,50.0,2.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0,1.0,2.0,0.0,2.0,1.0,13.5,1.0,22.0,75.0,23.0,6,0
Mike Gillislee,RB,2016,50.0,44.0,101.0,577.0,7.0,8.0,1.0,0.0,0.0,9.0,11.0,1.0,1.0,2.0,1.0,18.0,7.0,125.70000000000000,10.0,110.0,627.0,25.0,15,0
Mike James,RB,2016,5.0,6.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.1,0.0,4.0,21.0,25.0,2,0
Paul Perkins,RB,2016,162.0,170.0,112.0,456.0,5.0,0.0,0.0,0.0,1.0,15.0,24.0,0.0,0.0,0.0,0.0,9.0,0.0,76.8,0.0,127.0,618.0,21.0,13,0
Peyton Barber,RB,2016,28.0,14.0,55.0,223.0,3.0,1.0,0.0,0.0,0.0,5.0,6.0,0.0,3.0,3.0,0.0,8.0,0.0,36.1,1.0,60.0,251.0,22.0,9,0
Rashad Jennings,RB,2016,201.0,269.0,181.0,593.0,19.0,3.0,1.0,0.0,1.0,35.0,42.0,1.0,3.0,4.0,1.0,16.0,3.0,138.4,5.0,216.0,794.0,31.0,13,0
Reggie Bush,RB,2016,90.0,40.0,12.0,-3.0,3.0,1.0,0.0,0.0,1.0,7.0,10.0,0.0,0.0,2.0,0.0,3.0,1.0,21.7,1.0,19.0,87.0,31.0,10,0
Rex Burkhead,RB,2016,145.0,142.0,74.0,344.0,7.0,2.0,0.0,0.0,1.0,17.0,20.0,0.0,0.0,2.0,0.0,14.0,2.0,74.9,2.0,91.0,489.0,26.0,9,0
Rob Kelley,RB,2016,82.0,78.0,168.0,704.0,16.0,6.0,1.0,0.0,0.0,12.0,18.0,1.0,2.0,2.0,1.0,34.0,5.0,132.6,8.0,180.0,786.0,23.0,14,0
Robert Turbin,RB,2016,179.0,218.0,47.0,164.0,3.0,7.0,1.0,0.0,0.0,26.0,35.0,1.0,2.0,5.0,1.0,19.0,7.0,108.3,9.0,73.0,343.0,26.0,15,0
Ronnie Hillman,RB,2016,43.0,37.0,18.0,50.0,4.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,13.3,0.0,22.0,93.0,24.0,5,0
Ryan Mathews,RB,2016,115.0,107.0,157.0,661.0,18.0,8.0,1.0,0.0,3.0,13.0,14.0,1.0,3.0,3.0,1.0,39.0,8.0,138.6,10.0,170.0,776.0,28.0,13,0
