player_name,season,receiving_yards,yards_after_catch,rush_attempts,rush_touchdown,pass_touchdown,fumble,receptions,targets,receiving_touchdown,receptions_redzone,targets_redzone,receiving_touchdown_redzone,fantasy_points_ppr,offense_snaps,total_tds,touches,total_yards,games_missed,age,games_played_season,Top_10_Next_Season_or_Not
Nelson Agholor,2015,279.0,91.0,0.0,0.0,1.0,1.0,23.0,44.0,1.0,2.0,6.0,0.0,53.9,669.0,2.0,23.0,279.0,3,22.0,13,0
Paul Richardson,2015,40.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,40.0,15,23.0,1,0
Percy Harvin,2015,218.0,83.0,6.0,0.0,1.0,1.0,19.0,30.0,1.0,2.0,3.0,0.0,49.9,239.0,2.0,25.0,249.0,11,27.0,5,0
Phillip Dorsett,2015,225.0,60.0,3.0,0.0,1.0,0.0,18.0,38.0,1.0,0.0,1.0,0.0,46.2,211.0,2.0,21.0,242.0,5,22.0,11,0
Pierre Garcon,2015,777.0,164.0,0.0,0.0,6.0,0.0,72.0,106.0,6.0,8.0,16.0,5.0,175.70000000000000,811.0,12.0,72.0,777.0,0,29.0,16,0
Quincy Enunwa,2015,264.0,134.0,0.0,0.0,0.0,0.0,18.0,36.0,0.0,1.0,1.0,0.0,44.4,399.0,0.0,18.0,264.0,7,23.0,9,0
Quinton Patton,2015,394.0,214.0,1.0,0.0,1.0,0.0,30.0,56.0,1.0,2.0,4.0,0.0,73.9,394.0,2.0,31.0,399.0,1,25.0,15,0
Randall Cobb,2015,829.0,436.0,13.0,0.0,6.0,0.0,79.0,129.0,6.0,10.0,21.0,5.0,202.9,1049.0,12.0,92.0,879.0,0,25.0,16,0
Rashad Greene,2015,74.0,36.0,0.0,0.0,2.0,0.0,15.0,30.0,2.0,3.0,5.0,2.0,34.4,144.0,4.0,15.0,74.0,9,22.0,7,0
Riley Cooper,2015,327.0,62.0,0.0,0.0,2.0,0.0,21.0,36.0,2.0,0.0,0.0,0.0,55.7,456.0,4.0,21.0,327.0,4,27.0,12,0
Rishard Matthews,2015,662.0,236.0,1.0,0.0,4.0,0.0,43.0,60.0,4.0,1.0,1.0,1.0,131.6,519.0,8.0,44.0,666.0,5,25.0,11,0
Robert Woods,2015,552.0,155.0,1.0,0.0,3.0,2.0,47.0,78.0,3.0,4.0,7.0,2.0,113.2,774.0,6.0,48.0,552.0,2,23.0,14,0
Roddy White,2015,506.0,105.0,0.0,0.0,1.0,0.0,43.0,66.0,1.0,3.0,6.0,1.0,91.6,870.0,2.0,43.0,506.0,1,33.0,15,0
Rueben Randle,2015,801.0,205.0,0.0,0.0,8.0,0.0,57.0,86.0,8.0,6.0,9.0,3.0,177.1,996.0,16.0,57.0,801.0,0,24.0,16,0
Ryan Grant,2015,268.0,98.0,0.0,0.0,2.0,0.0,23.0,40.0,2.0,4.0,7.0,2.0,57.8,411.0,4.0,23.0,268.0,4,24.0,12,0
Sammie Coates,2015,11.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.1,29.0,0.0,1.0,11.0,15,22.0,1,0
Sammy Watkins,2015,1047.0,179.0,1.0,0.0,9.0,0.0,60.0,94.0,9.0,4.0,7.0,2.0,214.8,715.0,18.0,61.0,1048.0,3,22.0,13,0
Stedman Bailey,2015,182.0,71.0,0.0,0.0,1.0,0.0,12.0,25.0,1.0,1.0,1.0,1.0,36.2,252.0,2.0,12.0,182.0,8,24.0,8,0
Stefon Diggs,2015,720.0,292.0,3.0,0.0,4.0,2.0,52.0,81.0,4.0,3.0,8.0,1.0,143.30000000000000,654.0,8.0,55.0,733.0,3,21.0,13,0
Steve Johnson,2015,497.0,265.0,0.0,0.0,3.0,1.0,45.0,63.0,3.0,7.0,9.0,3.0,108.7,546.0,6.0,45.0,497.0,7,29.0,9,0
Steve Smith,2015,670.0,256.0,0.0,0.0,3.0,0.0,46.0,70.0,3.0,2.0,9.0,1.0,125.0,347.0,6.0,46.0,670.0,9,36.0,7,0
T.J. Jones,2015,132.0,41.0,1.0,0.0,1.0,0.0,10.0,17.0,1.0,0.0,0.0,0.0,26.9,155.0,2.0,11.0,129.0,9,23.0,7,0
Tavon Austin,2015,473.0,348.0,52.0,4.0,5.0,1.0,52.0,86.0,5.0,4.0,9.0,4.0,191.7,741.0,14.0,104.0,907.0,0,25.0,16,0
Ted Ginn,2015,739.0,241.0,4.0,0.0,10.0,0.0,44.0,91.0,10.0,7.0,9.0,6.0,173.9,619.0,20.0,48.0,799.0,2,30.0,14,0
Terrance Williams,2015,840.0,275.0,0.0,0.0,3.0,0.0,52.0,89.0,3.0,3.0,11.0,1.0,146.0,791.0,6.0,52.0,840.0,0,25.0,16,0
Torrey Smith,2015,663.0,218.0,0.0,0.0,4.0,0.0,33.0,61.0,4.0,2.0,7.0,1.0,121.30000000000000,772.0,8.0,33.0,663.0,0,26.0,16,0
Travis Benjamin,2015,966.0,321.0,4.0,0.0,5.0,1.0,68.0,122.0,5.0,5.0,15.0,1.0,186.8,850.0,10.0,72.0,978.0,0,25.0,16,0
Tre McBride,2015,8.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,9.600000000000000,32.0,2.0,3.0,16.0,14,22.0,2,0
Trevor Graham,2015,-1.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.9,11.0,0.0,2.0,-1.0,14,26.0,2,0
Ty Montgomery,2015,136.0,91.0,3.0,0.0,2.0,0.0,15.0,19.0,2.0,4.0,4.0,1.0,42.0,241.0,4.0,18.0,150.0,11,22.0,5,0
Tyler Lockett,2015,664.0,255.0,5.0,0.0,6.0,0.0,51.0,68.0,6.0,4.0,4.0,2.0,153.4,663.0,12.0,56.0,684.0,0,22.0,16,0
Tyrell Williams,2015,90.0,51.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,15.0,24.0,2.0,2.0,90.0,15,23.0,1,0
Vincent Jackson,2015,543.0,103.0,0.0,0.0,3.0,0.0,33.0,60.0,3.0,5.0,13.0,3.0,101.3,531.0,6.0,33.0,543.0,6,32.0,10,0
Willie Snead,2015,984.0,345.0,0.0,0.0,3.0,2.0,69.0,100.0,3.0,6.0,9.0,2.0,180.4,780.0,6.0,69.0,984.0,1,22.0,15,0
Adam Thielen,2016,967.0,299.0,2.0,0.0,5.0,1.0,69.0,89.0,5.0,8.0,9.0,3.0,191.2,787.0,10.0,71.0,982.0,0,26.0,16,1
Antonio Brown,2016,1284.0,434.0,3.0,0.0,12.0,0.0,106.0,151.0,12.0,9.0,14.0,4.0,301.3,975.0,24.0,109.0,1293.0,1,28.0,15,1
Davante Adams,2016,997.0,386.0,0.0,0.0,12.0,2.0,75.0,117.0,12.0,14.0,23.0,9.0,235.7,913.0,24.0,75.0,997.0,0,23.0,16,1
DeAndre Hopkins,2016,954.0,279.0,0.0,0.0,4.0,0.0,78.0,142.0,4.0,3.0,11.0,1.0,179.4,1085.0,8.0,78.0,954.0,0,24.0,16,1
Jarvis Landry,2016,1136.0,616.0,5.0,0.0,4.0,1.0,94.0,129.0,4.0,7.0,9.0,2.0,226.3,892.0,8.0,100.0,1153.0,0,23.0,16,1
Julio Jones,2016,1253.0,358.0,0.0,0.0,5.0,0.0,72.0,109.0,5.0,3.0,7.0,1.0,219.3,617.0,10.0,72.0,1253.0,4,27.0,12,1
Keenan Allen,2016,63.0,18.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,12.3,27.0,0.0,6.0,63.0,15,24.0,1,1
Larry Fitzgerald,2016,1023.0,358.0,2.0,0.0,6.0,2.0,107.0,147.0,6.0,13.0,20.0,4.0,236.8,1052.0,12.0,110.0,1028.0,0,33.0,16,1
Marvin Jones,2016,930.0,237.0,1.0,0.0,4.0,0.0,55.0,103.0,4.0,6.0,15.0,2.0,172.30000000000000,879.0,8.0,56.0,933.0,1,26.0,15,1
Tyreek Hill,2016,599.0,274.0,24.0,3.0,6.0,1.0,61.0,81.0,6.0,12.0,15.0,3.0,197.6,416.0,15.0,85.0,866.0,0,22.0,16,1
A.J. Green,2016,964.0,258.0,0.0,0.0,4.0,0.0,66.0,100.0,4.0,8.0,10.0,2.0,186.4,555.0,8.0,66.0,964.0,6,28.0,10,0
Aaron Burbridge,2016,88.0,43.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,2.0,0.0,15.8,176.0,0.0,7.0,88.0,8,22.0,8,0
Adam Humphries,2016,622.0,382.0,5.0,0.0,2.0,0.0,55.0,80.0,2.0,5.0,10.0,1.0,125.0,648.0,4.0,60.0,640.0,1,23.0,15,0
Albert Wilson,2016,279.0,168.0,2.0,1.0,2.0,0.0,31.0,51.0,2.0,3.0,7.0,1.0,81.9,426.0,5.0,33.0,329.0,2,24.0,14,0
Aldrick Robinson,2016,323.0,76.0,0.0,0.0,2.0,0.0,20.0,32.0,2.0,2.0,3.0,1.0,64.3,272.0,4.0,20.0,323.0,3,27.0,13,0
Alex Erickson,2016,71.0,31.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,1.0,1.0,0.0,13.1,58.0,0.0,6.0,71.0,10,23.0,6,0
Allen Robinson,2016,883.0,210.0,0.0,0.0,6.0,1.0,73.0,144.0,6.0,9.0,18.0,6.0,183.3,1048.0,12.0,73.0,883.0,0,23.0,16,0
Alshon Jeffery,2016,732.0,182.0,0.0,0.0,1.0,0.0,46.0,79.0,1.0,3.0,10.0,1.0,113.2,631.0,2.0,46.0,732.0,5,26.0,11,0
Amari Cooper,2016,1153.0,436.0,1.0,0.0,5.0,2.0,83.0,130.0,5.0,5.0,13.0,0.0,224.30000000000000,997.0,10.0,84.0,1153.0,0,22.0,16,0
Andre Johnson,2016,85.0,15.0,0.0,0.0,2.0,0.0,9.0,23.0,2.0,2.0,3.0,2.0,29.5,172.0,4.0,9.0,85.0,10,35.0,6,0
Andre Roberts,2016,188.0,63.0,0.0,0.0,1.0,0.0,14.0,25.0,1.0,2.0,3.0,1.0,38.8,227.0,2.0,14.0,188.0,3,28.0,13,0
Anquan Boldin,2016,584.0,231.0,0.0,0.0,8.0,0.0,67.0,92.0,8.0,15.0,22.0,6.0,167.4,830.0,16.0,67.0,584.0,0,35.0,16,0
Arrelious Benn,2016,115.0,50.0,0.0,0.0,1.0,0.0,4.0,8.0,1.0,0.0,1.0,0.0,21.5,55.0,2.0,4.0,115.0,10,27.0,6,0
Brandin Cooks,2016,1173.0,384.0,6.0,0.0,8.0,1.0,78.0,115.0,8.0,10.0,11.0,3.0,242.3,838.0,16.0,84.0,1203.0,1,22.0,15,0
Brandon LaFell,2016,862.0,344.0,1.0,0.0,6.0,0.0,64.0,106.0,6.0,7.0,17.0,4.0,184.0,1011.0,12.0,65.0,860.0,0,29.0,16,0
Brandon Tate,2016,117.0,52.0,3.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,1.0,0.0,24.5,124.0,0.0,11.0,165.0,8,28.0,8,0
Braxton Miller,2016,99.0,52.0,3.0,0.0,1.0,0.0,15.0,26.0,1.0,5.0,10.0,1.0,26.9,374.0,2.0,18.0,99.0,7,23.0,9,0
Breshad Perriman,2016,499.0,166.0,1.0,0.0,3.0,0.0,33.0,62.0,3.0,4.0,4.0,1.0,93.1,462.0,6.0,34.0,501.0,1,22.0,15,0
Brian Quick,2016,564.0,177.0,0.0,0.0,3.0,0.0,41.0,75.0,3.0,3.0,7.0,1.0,111.40000000000000,691.0,6.0,41.0,564.0,0,27.0,16,0
Brice Butler,2016,219.0,19.0,0.0,0.0,3.0,0.0,16.0,31.0,3.0,2.0,6.0,2.0,53.9,399.0,6.0,16.0,219.0,2,26.0,14,0
Bryce Treggs,2016,80.0,16.0,2.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,7.7,107.0,0.0,5.0,87.0,10,22.0,6,0
Cecil Shorts,2016,140.0,40.0,0.0,0.0,0.0,0.0,10.0,24.0,0.0,0.0,2.0,0.0,22.0,210.0,0.0,10.0,140.0,10,28.0,6,0
Charles Johnson,2016,223.0,64.0,0.0,0.0,0.0,0.0,19.0,34.0,0.0,2.0,2.0,0.0,41.3,339.0,0.0,19.0,223.0,4,27.0,12,0
Charone Peake,2016,186.0,71.0,0.0,0.0,0.0,0.0,19.0,33.0,0.0,0.0,2.0,0.0,33.6,299.0,0.0,19.0,186.0,5,23.0,11,0
Chester Rogers,2016,276.0,54.0,0.0,0.0,0.0,1.0,19.0,33.0,0.0,4.0,5.0,0.0,44.6,397.0,0.0,19.0,276.0,6,22.0,10,0
Chris Conley,2016,530.0,167.0,0.0,0.0,0.0,1.0,44.0,68.0,0.0,4.0,13.0,0.0,95.0,816.0,0.0,44.0,530.0,0,23.0,16,0
Chris Hogan,2016,680.0,241.0,3.0,0.0,4.0,1.0,38.0,57.0,4.0,7.0,9.0,1.0,125.9,829.0,8.0,41.0,689.0,1,28.0,15,0
Chris Moore,2016,46.0,14.0,3.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,13.5,133.0,0.0,10.0,65.0,7,23.0,9,0
Cobi Hamilton,2016,162.0,18.0,0.0,0.0,1.0,0.0,12.0,20.0,1.0,1.0,4.0,0.0,34.2,323.0,2.0,12.0,162.0,7,25.0,9,0
Cody Core,2016,118.0,58.0,0.0,0.0,0.0,0.0,13.0,22.0,0.0,0.0,0.0,0.0,24.8,181.0,0.0,13.0,118.0,11,22.0,5,0
Cody Latimer,2016,76.0,24.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,1.0,0.0,13.6,163.0,0.0,8.0,76.0,9,23.0,7,0
Cole Beasley,2016,833.0,427.0,1.0,0.0,5.0,0.0,75.0,98.0,5.0,6.0,8.0,5.0,189.0,601.0,10.0,77.0,840.0,0,27.0,16,0
Corey Coleman,2016,413.0,97.0,2.0,0.0,3.0,0.0,33.0,71.0,3.0,3.0,4.0,1.0,89.3,533.0,6.0,35.0,423.0,6,22.0,10,0
Daniel Braverman,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,11.0,0.0,0.0,0.0,14,22.0,2,0
Danny Amendola,2016,243.0,73.0,0.0,0.0,4.0,1.0,23.0,29.0,4.0,8.0,8.0,4.0,68.3,247.0,8.0,23.0,243.0,5,30.0,11,0
Darrius Heyward-Bey,2016,114.0,18.0,1.0,1.0,2.0,0.0,6.0,18.0,2.0,1.0,2.0,1.0,39.4,186.0,5.0,7.0,174.0,9,29.0,7,0
De'Anthony Thomas,2016,35.0,24.0,4.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,13.4,55.0,0.0,11.0,64.0,9,23.0,7,0
Demarcus Ayers,2016,44.0,25.0,2.0,0.0,1.0,0.0,5.0,11.0,1.0,1.0,2.0,1.0,12.2,66.0,2.0,7.0,32.0,15,22.0,1,0
Demaryius Thomas,2016,1083.0,322.0,0.0,0.0,5.0,2.0,90.0,142.0,5.0,15.0,21.0,4.0,218.3,885.0,10.0,90.0,1083.0,0,28.0,16,0
DeSean Jackson,2016,1005.0,281.0,0.0,0.0,4.0,0.0,56.0,98.0,4.0,4.0,11.0,1.0,176.5,706.0,8.0,56.0,1005.0,1,29.0,15,0
DeVante Parker,2016,744.0,236.0,0.0,0.0,4.0,0.0,56.0,82.0,4.0,5.0,9.0,2.0,144.4,735.0,8.0,56.0,744.0,1,23.0,15,0
Devin Smith,2016,20.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,13.0,0.0,1.0,20.0,15,24.0,1,0
Devin Street,2016,20.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,53.0,0.0,1.0,20.0,14,25.0,2,0
Dez Bryant,2016,796.0,140.0,0.0,0.0,9.0,1.0,50.0,94.0,8.0,6.0,13.0,5.0,177.0,687.0,17.0,51.0,806.0,3,27.0,13,0
Donte Moncrief,2016,307.0,78.0,1.0,0.0,7.0,0.0,30.0,54.0,7.0,8.0,10.0,6.0,98.6,467.0,14.0,31.0,306.0,7,23.0,9,0
Dontrelle Inman,2016,810.0,214.0,0.0,0.0,4.0,0.0,58.0,93.0,4.0,3.0,7.0,1.0,155.0,958.0,8.0,58.0,810.0,0,27.0,16,0
Dorial Green-Beckham,2016,392.0,145.0,0.0,0.0,2.0,0.0,36.0,72.0,2.0,6.0,12.0,2.0,83.2,595.0,4.0,36.0,392.0,2,23.0,14,0
Dwayne Harris,2016,13.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.3,6.0,2.0,1.0,13.0,15,28.0,1,0
Eddie Royal,2016,369.0,187.0,0.0,0.0,2.0,1.0,33.0,43.0,2.0,4.0,6.0,2.0,81.9,311.0,4.0,33.0,369.0,7,30.0,9,0
Emmanuel Sanders,2016,1032.0,252.0,1.0,0.0,5.0,1.0,79.0,132.0,5.0,9.0,20.0,3.0,202.6,863.0,10.0,80.0,1036.0,1,29.0,15,0
Eric Decker,2016,194.0,30.0,0.0,0.0,2.0,0.0,9.0,20.0,2.0,2.0,4.0,2.0,38.4,210.0,4.0,9.0,194.0,13,29.0,3,0
Geronimo Allison,2016,181.0,50.0,0.0,0.0,1.0,0.0,10.0,17.0,1.0,1.0,4.0,1.0,34.1,134.0,2.0,10.0,181.0,11,22.0,5,0
Golden Tate,2016,1077.0,619.0,10.0,0.0,4.0,2.0,91.0,132.0,4.0,9.0,15.0,1.0,214.1,866.0,8.0,101.0,1081.0,0,28.0,16,0
Greg Salas,2016,89.0,33.0,0.0,0.0,1.0,0.0,4.0,6.0,1.0,0.0,1.0,0.0,18.9,36.0,2.0,4.0,89.0,14,28.0,2,0
Harry Douglas,2016,210.0,50.0,0.0,0.0,0.0,0.0,15.0,21.0,0.0,0.0,3.0,0.0,34.0,149.0,0.0,15.0,210.0,9,31.0,7,0
J.J. Nelson,2016,568.0,174.0,4.0,1.0,6.0,1.0,34.0,72.0,6.0,7.0,11.0,4.0,134.1,470.0,13.0,38.0,651.0,2,24.0,14,0
Jaelen Strong,2016,131.0,32.0,0.0,0.0,0.0,0.0,14.0,22.0,0.0,0.0,0.0,0.0,25.1,233.0,0.0,14.0,131.0,11,22.0,5,0
Jakeem Grant,2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,8.0,0.0,1.0,1.0,14,23.0,2,0
Jalin Marshall,2016,151.0,38.0,0.0,0.0,2.0,1.0,13.0,18.0,2.0,3.0,4.0,2.0,33.1,107.0,4.0,13.0,151.0,11,21.0,5,0
James Wright,2016,106.0,35.0,2.0,0.0,0.0,0.0,13.0,19.0,0.0,0.0,0.0,0.0,23.0,178.0,0.0,15.0,100.0,6,24.0,10,0
Jamison Crowder,2016,847.0,377.0,2.0,0.0,7.0,2.0,67.0,96.0,7.0,9.0,16.0,3.0,184.5,781.0,14.0,69.0,845.0,0,23.0,16,0
Jared Abbrederis,2016,8.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.8,18.0,0.0,1.0,8.0,14,25.0,2,0
Jarius Wright,2016,67.0,42.0,0.0,0.0,1.0,0.0,11.0,14.0,1.0,1.0,2.0,1.0,23.700000000000000,108.0,2.0,11.0,67.0,12,26.0,4,0
Jeff Janis,2016,93.0,30.0,2.0,1.0,1.0,0.0,11.0,19.0,1.0,2.0,2.0,1.0,36.1,204.0,3.0,13.0,131.0,6,25.0,10,0
Jeremy Kerley,2016,667.0,207.0,0.0,0.0,3.0,1.0,64.0,111.0,3.0,3.0,7.0,2.0,140.70000000000000,791.0,6.0,64.0,667.0,0,27.0,16,0
Jeremy Maclin,2016,520.0,140.0,1.0,0.0,2.0,0.0,43.0,71.0,2.0,5.0,10.0,2.0,102.9,588.0,4.0,45.0,519.0,5,28.0,11,0
John Brown,2016,517.0,99.0,1.0,0.0,2.0,0.0,39.0,69.0,2.0,2.0,5.0,1.0,95.7,569.0,4.0,40.0,527.0,2,26.0,14,0
Johnny Holton,2016,34.0,14.0,6.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,6.7,36.0,0.0,8.0,77.0,10,25.0,6,0
Jordan Payton,2016,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.3,20.0,0.0,1.0,3.0,14,22.0,2,0
Jordy Nelson,2016,1257.0,361.0,0.0,0.0,14.0,1.0,97.0,151.0,14.0,21.0,32.0,11.0,301.7,1013.0,28.0,97.0,1257.0,0,31.0,16,0
Josh Doctson,2016,66.0,15.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,3.0,0.0,8.6,31.0,0.0,2.0,66.0,14,23.0,2,0
Josh Huff,2016,72.0,89.0,3.0,0.0,1.0,0.0,13.0,17.0,1.0,4.0,4.0,1.0,27.2,125.0,2.0,17.0,82.0,8,24.0,8,0
Josh Huff,2016,24.0,25.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.4,10.0,0.0,2.0,24.0,8,24.0,8,0
Julian Edelman,2016,1106.0,494.0,12.0,0.0,3.0,2.0,98.0,159.0,3.0,6.0,15.0,2.0,229.3,874.0,6.0,110.0,1163.0,0,30.0,16,0
Justin Hardy,2016,203.0,48.0,0.0,0.0,4.0,0.0,21.0,31.0,4.0,5.0,10.0,4.0,65.3,253.0,8.0,21.0,203.0,5,24.0,11,0
Justin Hunter,2016,185.0,30.0,0.0,0.0,3.0,0.0,9.0,22.0,3.0,3.0,6.0,2.0,43.5,257.0,6.0,9.0,185.0,8,25.0,8,0
Kalif Raymond,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,14,22.0,2,0
Keith Mumphery,2016,69.0,20.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,2.0,3.0,0.0,16.9,212.0,0.0,10.0,69.0,11,24.0,5,0
Kelvin Benjamin,2016,941.0,238.0,0.0,0.0,7.0,1.0,63.0,115.0,7.0,8.0,14.0,5.0,190.10000000000000,802.0,14.0,63.0,941.0,0,25.0,16,0
Kendall Wright,2016,416.0,124.0,1.0,0.0,3.0,0.0,29.0,41.0,3.0,1.0,3.0,1.0,86.1,309.0,6.0,30.0,431.0,5,26.0,11,0
Kenny Britt,2016,1002.0,295.0,0.0,0.0,5.0,2.0,68.0,108.0,5.0,7.0,11.0,5.0,189.2,786.0,10.0,68.0,1002.0,1,27.0,15,0
Kenny Stills,2016,726.0,193.0,0.0,0.0,9.0,0.0,42.0,75.0,9.0,4.0,6.0,1.0,156.6,795.0,18.0,42.0,726.0,0,24.0,16,0
Kevin White,2016,187.0,54.0,1.0,0.0,0.0,0.0,19.0,35.0,0.0,1.0,5.0,0.0,36.6,191.0,0.0,20.0,196.0,12,24.0,4,0
Laquon Treadwell,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,15,21.0,1,0
Leonte Carroo,2016,29.0,13.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,2.0,2.0,1.0,9.9,104.0,2.0,3.0,29.0,11,22.0,5,0
Malcolm Mitchell,2016,401.0,167.0,0.0,0.0,4.0,0.0,32.0,47.0,4.0,9.0,12.0,3.0,94.1,507.0,8.0,32.0,401.0,4,24.0,12,0
Markus Wheaton,2016,51.0,8.0,0.0,0.0,1.0,0.0,4.0,9.0,1.0,1.0,2.0,0.0,15.1,97.0,2.0,4.0,51.0,13,25.0,3,0
Marqise Lee,2016,851.0,343.0,6.0,0.0,4.0,0.0,63.0,100.0,3.0,6.0,8.0,2.0,166.4,818.0,7.0,70.0,906.0,0,24.0,16,0
Marquess Wilson,2016,125.0,43.0,0.0,0.0,1.0,0.0,8.0,12.0,1.0,1.0,2.0,1.0,26.5,51.0,2.0,8.0,125.0,14,23.0,2,0
Marquise Goodwin,2016,413.0,80.0,0.0,0.0,3.0,0.0,29.0,64.0,3.0,3.0,4.0,1.0,80.3,629.0,6.0,29.0,413.0,2,25.0,14,0
Matt Slater,2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,25.0,0.0,1.0,5.0,14,30.0,2,0
Maurice Harris,2016,66.0,10.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,12.6,87.0,0.0,8.0,66.0,10,23.0,6,0
Michael Campanaro,2016,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,11.0,0.0,2.0,33.0,14,25.0,2,0
Michael Crabtree,2016,1003.0,252.0,0.0,0.0,8.0,2.0,89.0,143.0,8.0,12.0,22.0,6.0,233.30000000000000,836.0,16.0,89.0,1003.0,0,28.0,16,0
Michael Floyd,2016,446.0,55.0,0.0,0.0,4.0,0.0,33.0,66.0,4.0,6.0,12.0,4.0,93.6,650.0,8.0,33.0,446.0,2,26.0,14,0
Michael Floyd,2016,42.0,14.0,0.0,0.0,1.0,0.0,4.0,6.0,1.0,1.0,1.0,1.0,14.2,66.0,2.0,4.0,42.0,2,26.0,14,0
Mike Evans,2016,1321.0,179.0,0.0,0.0,12.0,0.0,96.0,165.0,12.0,9.0,18.0,7.0,284.1,946.0,24.0,96.0,1321.0,0,23.0,16,0
Mike Thomas,2016,37.0,13.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,1.0,0.0,6.7,61.0,0.0,3.0,37.0,10,22.0,6,0
Mike Wallace,2016,1017.0,427.0,5.0,0.0,4.0,1.0,72.0,113.0,4.0,6.0,10.0,2.0,194.80000000000000,873.0,8.0,77.0,1048.0,0,30.0,16,0
Mohamed Sanu,2016,609.0,265.0,1.0,0.0,4.0,1.0,56.0,78.0,4.0,9.0,13.0,4.0,138.4,698.0,8.0,57.0,614.0,2,27.0,14,0
Nelson Agholor,2016,365.0,98.0,5.0,0.0,2.0,1.0,36.0,66.0,2.0,5.0,14.0,0.0,79.90000000000000,882.0,4.0,41.0,379.0,1,23.0,15,0
Odell Beckham,2016,1367.0,534.0,1.0,0.0,10.0,2.0,101.0,167.0,10.0,10.0,23.0,5.0,291.6,1002.0,20.0,102.0,1376.0,0,23.0,16,0
Paul Richardson,2016,288.0,95.0,1.0,0.0,1.0,0.0,21.0,35.0,1.0,2.0,4.0,1.0,54.3,278.0,2.0,22.0,293.0,5,24.0,11,0
Paul Turner,2016,126.0,52.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,21.6,131.0,0.0,9.0,126.0,13,23.0,3,0
Percy Harvin,2016,6.0,3.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,3.7,46.0,0.0,3.0,17.0,15,28.0,1,0
Pharoh Cooper,2016,106.0,72.0,0.0,0.0,0.0,0.0,14.0,18.0,0.0,0.0,0.0,0.0,20.6,178.0,0.0,14.0,106.0,9,21.0,7,0
Phillip Dorsett,2016,528.0,150.0,2.0,0.0,2.0,1.0,33.0,56.0,2.0,4.0,7.0,0.0,92.8,795.0,4.0,35.0,538.0,1,23.0,15,0
Pierre Garcon,2016,1041.0,342.0,0.0,0.0,3.0,0.0,79.0,112.0,3.0,5.0,13.0,1.0,197.1,807.0,6.0,79.0,1041.0,0,30.0,16,0
Quincy Enunwa,2016,857.0,352.0,1.0,0.0,4.0,0.0,58.0,101.0,4.0,6.0,14.0,1.0,160.9,871.0,8.0,59.0,869.0,0,24.0,16,0
