player_name,season,receiving_yards,yards_after_catch,rush_attempts,rush_touchdown,pass_touchdown,fumble,receptions,targets,receiving_touchdown,receptions_redzone,targets_redzone,receiving_touchdown_redzone,fantasy_points_ppr,offense_snaps,total_tds,touches,total_yards,games_missed,age,games_played_season,Top_10_Next_Season_or_Not
Jalen Guyton,2022,64.0,7.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,8.4,21.0,0.0,2.0,64.0,15,25.0,2,0
Jalen Nailor,2022,179.0,67.0,0.0,0.0,1.0,0.0,9.0,12.0,1.0,1.0,1.0,0.0,30.9,56.0,2.0,9.0,179.0,12,23.0,5,0
Jalen Reagor,2022,104.0,28.0,4.0,0.0,1.0,0.0,8.0,11.0,1.0,1.0,1.0,1.0,22.9,63.0,2.0,12.0,129.0,7,23.0,10,0
Jalen Tolbert,2022,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,13.0,0.0,1.0,8.0,16,23.0,1,0
Jalen Virgil,2022,75.0,43.0,0.0,0.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,15.5,56.0,2.0,2.0,75.0,13,24.0,4,0
Jamal Agnew,2022,187.0,125.0,12.0,0.0,3.0,0.0,23.0,30.0,3.0,5.0,6.0,3.0,68.3,140.0,6.0,35.0,273.0,3,27.0,14,0
James Proche,2022,62.0,16.0,0.0,0.0,0.0,0.0,8.0,17.0,0.0,1.0,2.0,0.0,12.200000000000000,149.0,0.0,8.0,62.0,10,25.0,7,0
Jameson Williams,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,57.0,0.0,1.0,40.0,13,21.0,4,0
Jamison Crowder,2022,60.0,30.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,1.0,0.0,10.0,93.0,0.0,6.0,60.0,13,29.0,4,0
Jarvis Landry,2022,272.0,61.0,0.0,0.0,1.0,0.0,25.0,37.0,1.0,2.0,6.0,1.0,54.2,301.0,2.0,25.0,272.0,8,29.0,9,0
Jauan Jennings,2022,376.0,161.0,0.0,0.0,1.0,1.0,31.0,47.0,1.0,2.0,2.0,1.0,68.6,444.0,2.0,31.0,376.0,3,25.0,14,0
Jaylen Waddle,2022,1356.0,510.0,3.0,0.0,8.0,1.0,75.0,115.0,8.0,4.0,8.0,4.0,254.20000000000000,785.0,16.0,78.0,1382.0,0,23.0,17,0
Jeff Smith,2022,134.0,37.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,1.0,0.0,19.4,113.0,0.0,8.0,134.0,10,25.0,7,0
Jerry Jeudy,2022,972.0,396.0,4.0,0.0,6.0,0.0,67.0,98.0,6.0,7.0,11.0,5.0,200.2,713.0,12.0,71.0,1012.0,2,23.0,15,0
Josh Palmer,2022,769.0,252.0,1.0,0.0,3.0,1.0,72.0,105.0,3.0,4.0,8.0,2.0,163.3,898.0,6.0,73.0,773.0,1,22.0,16,0
Josh Reynolds,2022,479.0,115.0,0.0,0.0,3.0,0.0,38.0,58.0,3.0,6.0,13.0,3.0,101.9,577.0,6.0,38.0,479.0,5,27.0,12,0
JuJu Smith-Schuster,2022,933.0,457.0,0.0,0.0,3.0,3.0,78.0,98.0,3.0,12.0,16.0,1.0,177.30000000000000,765.0,6.0,78.0,933.0,1,25.0,16,0
Julio Jones,2022,299.0,114.0,5.0,0.0,2.0,0.0,24.0,43.0,2.0,5.0,11.0,1.0,70.4,351.0,4.0,29.0,344.0,7,33.0,10,0
Justin Jefferson,2022,1809.0,644.0,4.0,1.0,8.0,0.0,128.0,179.0,8.0,16.0,28.0,6.0,356.66,1079.0,17.0,134.0,1867.0,0,23.0,17,0
Justin Watson,2022,315.0,60.0,0.0,0.0,2.0,0.0,15.0,33.0,2.0,1.0,2.0,1.0,56.5,494.0,4.0,15.0,315.0,0,26.0,17,0
Juwann Winfree,2022,17.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.7,9.0,0.0,1.0,17.0,16,25.0,1,0
K.J. Hamler,2022,165.0,23.0,2.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,23.8,205.0,0.0,9.0,188.0,11,23.0,6,0
K.J. Osborn,2022,650.0,300.0,3.0,0.0,5.0,1.0,60.0,88.0,5.0,8.0,11.0,4.0,151.6,873.0,10.0,63.0,656.0,0,25.0,17,0
Kadarius Toney,2022,171.0,102.0,5.0,1.0,2.0,0.0,14.0,17.0,2.0,5.0,5.0,2.0,55.0,109.0,5.0,19.0,230.0,8,23.0,9,0
Kadarius Toney,2022,0.0,6.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,4.3,35.0,0.0,4.0,23.0,8,23.0,9,0
Kalif Raymond,2022,616.0,218.0,7.0,0.0,0.0,1.0,47.0,64.0,0.0,5.0,9.0,0.0,109.2,549.0,0.0,54.0,652.0,1,28.0,16,0
Keelan Cole,2022,129.0,20.0,0.0,0.0,1.0,0.0,9.0,17.0,1.0,0.0,1.0,0.0,27.9,227.0,2.0,9.0,129.0,9,29.0,8,0
Keke Coutee,2022,20.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,16,25.0,1,0
Kendall Hinton,2022,203.0,109.0,2.0,0.0,0.0,0.0,18.0,26.0,0.0,3.0,4.0,0.0,39.6,324.0,0.0,20.0,216.0,11,25.0,6,0
Kendrick Bourne,2022,434.0,145.0,6.0,0.0,1.0,2.0,35.0,46.0,1.0,4.0,5.0,1.0,84.3,441.0,2.0,41.0,473.0,1,27.0,16,0
Kenny Golladay,2022,81.0,11.0,0.0,0.0,1.0,0.0,6.0,17.0,1.0,0.0,1.0,0.0,20.1,219.0,2.0,6.0,81.0,11,28.0,6,0
KhaDarel Hodge,2022,202.0,61.0,0.0,0.0,1.0,0.0,13.0,20.0,1.0,0.0,0.0,0.0,39.200000000000000,121.0,2.0,13.0,202.0,8,27.0,9,0
Khalil Shakir,2022,161.0,74.0,0.0,0.0,1.0,0.0,10.0,20.0,1.0,0.0,0.0,0.0,32.1,194.0,2.0,10.0,161.0,7,22.0,10,0
Kyle Philips,2022,78.0,21.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,15.800000000000000,64.0,0.0,8.0,78.0,13,23.0,4,0
Lance McCutcheon,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,15,23.0,2,0
Laquon Treadwell,2022,15.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.5,39.0,0.0,2.0,15.0,16,27.0,1,0
Laviska Shenault,2022,264.0,320.0,9.0,1.0,1.0,0.0,26.0,31.0,1.0,2.0,2.0,0.0,70.9,204.0,3.0,35.0,329.0,5,23.0,12,0
Lil'Jordan Humphrey,2022,9.0,11.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.9,85.0,0.0,1.0,9.0,15,24.0,2,0
Mack Hollins,2022,690.0,202.0,4.0,0.0,4.0,0.0,57.0,91.0,4.0,6.0,11.0,2.0,148.16,1030.0,8.0,62.0,734.0,0,28.0,17,0
Marcus Johnson,2022,36.0,10.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,6.6,60.0,0.0,3.0,36.0,16,28.0,1,0
Marquez Callaway,2022,158.0,35.0,0.0,0.0,1.0,0.0,16.0,30.0,1.0,2.0,4.0,1.0,33.800000000000000,325.0,2.0,16.0,158.0,7,24.0,10,0
Marquez Valdes-Scantling,2022,687.0,122.0,1.0,0.0,2.0,0.0,42.0,80.0,2.0,3.0,10.0,2.0,120.4,777.0,4.0,43.0,684.0,0,27.0,17,0
Marquise Brown,2022,663.0,217.0,1.0,0.0,3.0,1.0,61.0,92.0,3.0,4.0,10.0,1.0,131.4,719.0,6.0,62.0,664.0,6,25.0,11,0
Marquise Goodwin,2022,387.0,114.0,2.0,0.0,4.0,0.0,27.0,41.0,4.0,4.0,5.0,2.0,88.2,391.0,8.0,29.0,392.0,5,31.0,12,0
Marvin Jones,2022,529.0,95.0,0.0,0.0,3.0,0.0,46.0,79.0,3.0,6.0,10.0,3.0,112.90000000000000,700.0,6.0,46.0,529.0,1,32.0,16,0
Mecole Hardman,2022,297.0,160.0,4.0,2.0,4.0,0.0,25.0,34.0,4.0,8.0,10.0,4.0,93.8,303.0,10.0,29.0,328.0,9,24.0,8,0
Michael Bandy,2022,41.0,19.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,1.0,1.0,0.0,10.1,129.0,0.0,6.0,41.0,13,24.0,4,0
Michael Gallup,2022,424.0,107.0,0.0,0.0,4.0,0.0,39.0,70.0,4.0,7.0,13.0,4.0,97.4,738.0,8.0,39.0,424.0,3,26.0,14,0
Michael Pittman,2022,925.0,344.0,3.0,0.0,4.0,2.0,99.0,138.0,4.0,9.0,14.0,4.0,209.5,1065.0,8.0,102.0,955.0,1,24.0,16,0
Mike Strachan,2022,59.0,13.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,4.0,0.0,8.900000000000000,77.0,0.0,3.0,59.0,12,25.0,5,0
Mike Thomas,2022,38.0,24.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,3.0,0.0,3.8,145.0,0.0,2.0,38.0,13,28.0,4,0
Mike Williams,2022,895.0,324.0,0.0,0.0,4.0,0.0,63.0,91.0,4.0,9.0,14.0,4.0,172.5,703.0,8.0,63.0,895.0,4,27.0,13,0
Miles Boykin,2022,11.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.1,38.0,0.0,2.0,11.0,14,25.0,3,0
Montrell Washington,2022,2.0,13.0,5.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,7.2,50.0,0.0,9.0,32.0,8,23.0,9,0
N'Keal Harry,2022,116.0,16.0,0.0,0.0,1.0,0.0,7.0,9.0,1.0,1.0,1.0,1.0,24.6,148.0,2.0,7.0,116.0,11,24.0,6,0
Nelson Agholor,2022,362.0,147.0,0.0,0.0,2.0,2.0,31.0,50.0,2.0,2.0,3.0,0.0,67.2,436.0,4.0,31.0,362.0,3,29.0,14,0
Nick Westbrook-Ikhine,2022,397.0,107.0,0.0,0.0,3.0,0.0,25.0,48.0,3.0,3.0,7.0,2.0,78.7,699.0,6.0,25.0,397.0,2,25.0,15,0
Noah Brown,2022,555.0,128.0,0.0,0.0,3.0,1.0,43.0,70.0,3.0,9.0,13.0,3.0,105.5,788.0,6.0,43.0,555.0,2,26.0,15,0
Olamide Zaccheaus,2022,533.0,193.0,2.0,0.0,3.0,1.0,40.0,61.0,3.0,4.0,6.0,3.0,109.0,699.0,6.0,42.0,540.0,1,25.0,16,0
Parris Campbell,2022,623.0,276.0,5.0,0.0,3.0,1.0,63.0,85.0,3.0,3.0,8.0,2.0,137.1,980.0,6.0,68.0,681.0,0,25.0,17,0
Penny Hart,2022,20.0,12.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,5.0,29.0,0.0,3.0,20.0,13,26.0,4,0
Pharoh Cooper,2022,6.0,12.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.3,17.0,0.0,4.0,13.0,16,27.0,1,0
Phillip Dorsett,2022,257.0,62.0,0.0,0.0,1.0,0.0,20.0,38.0,1.0,0.0,2.0,0.0,47.7,454.0,2.0,21.0,257.0,3,29.0,14,0
Quez Watkins,2022,354.0,146.0,3.0,0.0,3.0,1.0,33.0,48.0,3.0,2.0,4.0,0.0,77.5,640.0,6.0,36.0,355.0,1,24.0,16,0
Quintez Cephus,2022,15.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.5,33.0,0.0,2.0,15.0,16,24.0,1,0
Racey McMath,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,13.0,0.0,1.0,4.0,16,23.0,1,0
Randall Cobb,2022,325.0,160.0,0.0,0.0,0.0,1.0,26.0,39.0,0.0,2.0,5.0,0.0,56.5,315.0,0.0,26.0,325.0,6,32.0,11,0
Rashid Shaheed,2022,435.0,166.0,3.0,0.0,1.0,1.0,27.0,32.0,1.0,1.0,1.0,0.0,77.8,274.0,2.0,30.0,448.0,8,24.0,9,0
Rashod Bateman,2022,285.0,133.0,0.0,0.0,2.0,1.0,15.0,27.0,2.0,1.0,1.0,0.0,50.5,190.0,4.0,15.0,285.0,11,22.0,6,0
Ray-Ray McCloud,2022,243.0,92.0,4.0,1.0,1.0,0.0,14.0,25.0,1.0,1.0,1.0,1.0,58.1,249.0,3.0,18.0,321.0,3,25.0,14,0
Richie James,2022,569.0,176.0,2.0,0.0,4.0,0.0,57.0,70.0,4.0,7.0,7.0,4.0,138.5,520.0,8.0,59.0,575.0,3,26.0,14,0
Robbie Chosen,2022,206.0,68.0,0.0,0.0,1.0,1.0,13.0,27.0,1.0,0.0,2.0,0.0,36.6,261.0,2.0,13.0,206.0,5,29.0,12,0
Robbie Chosen,2022,76.0,24.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,1.0,1.0,0.0,12.600000000000000,151.0,0.0,7.0,76.0,5,29.0,12,0
Robbie Chosen,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5,29.0,12,0
Robert Woods,2022,527.0,156.0,0.0,0.0,2.0,0.0,53.0,88.0,2.0,8.0,14.0,2.0,111.7,809.0,4.0,53.0,527.0,0,30.0,17,0
Romeo Doubs,2022,425.0,191.0,1.0,0.0,3.0,2.0,42.0,67.0,3.0,6.0,8.0,3.0,100.6,529.0,6.0,43.0,436.0,4,22.0,13,0
Rondale Moore,2022,414.0,281.0,6.0,0.0,1.0,0.0,41.0,56.0,1.0,2.0,7.0,0.0,87.90000000000000,459.0,2.0,47.0,409.0,9,22.0,8,0
Russell Gage,2022,426.0,171.0,0.0,0.0,5.0,1.0,51.0,70.0,5.0,12.0,18.0,5.0,120.6,529.0,10.0,51.0,426.0,4,26.0,13,0
Sammy Watkins,2022,167.0,57.0,0.0,0.0,0.0,0.0,10.0,17.0,0.0,2.0,5.0,0.0,26.700000000000000,188.0,0.0,10.0,167.0,11,29.0,6,0
Sammy Watkins,2022,79.0,48.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,6.9,39.0,0.0,2.0,79.0,11,29.0,6,0
Samori Toure,2022,82.0,11.0,0.0,0.0,1.0,1.0,5.0,10.0,1.0,1.0,1.0,0.0,19.2,73.0,2.0,5.0,82.0,13,24.0,4,0
Scott Miller,2022,185.0,33.0,1.0,0.0,0.0,0.0,23.0,40.0,0.0,3.0,5.0,0.0,42.3,245.0,0.0,24.0,193.0,6,25.0,11,0
Shi Smith,2022,296.0,97.0,0.0,0.0,2.0,1.0,22.0,38.0,2.0,2.0,4.0,2.0,54.6,457.0,4.0,22.0,296.0,2,23.0,15,0
Simi Fehoko,2022,24.0,10.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,5.4,19.0,0.0,3.0,24.0,15,24.0,2,0
Skyy Moore,2022,250.0,151.0,3.0,0.0,0.0,0.0,22.0,30.0,0.0,1.0,1.0,0.0,43.4,303.0,0.0,25.0,274.0,3,21.0,14,0
Stanley Morgan,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,16,25.0,1,0
Sterling Shepard,2022,154.0,55.0,0.0,0.0,1.0,0.0,13.0,24.0,1.0,0.0,1.0,0.0,34.4,165.0,2.0,13.0,154.0,14,29.0,3,0
Steven Sims,2022,104.0,60.0,13.0,0.0,0.0,0.0,14.0,23.0,0.0,0.0,1.0,0.0,31.4,281.0,0.0,27.0,174.0,6,25.0,11,0
T.Y. Hilton,2022,69.0,33.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,12.9,48.0,0.0,6.0,69.0,15,32.0,2,0
Tee Higgins,2022,1029.0,286.0,0.0,0.0,7.0,0.0,74.0,108.0,7.0,7.0,12.0,4.0,216.9,746.0,14.0,74.0,1029.0,3,23.0,14,0
Terrace Marshall,2022,490.0,132.0,0.0,0.0,1.0,1.0,28.0,47.0,1.0,0.0,6.0,0.0,83.0,639.0,2.0,28.0,490.0,4,22.0,13,0
Terry McLaurin,2022,1191.0,382.0,7.0,0.0,5.0,1.0,77.0,118.0,5.0,10.0,14.0,3.0,225.0,1063.0,10.0,84.0,1220.0,0,26.0,17,0
Tom Kennedy,2022,87.0,57.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,1.0,0.0,11.7,128.0,0.0,5.0,87.0,13,26.0,4,0
Tre'Quan Smith,2022,278.0,66.0,0.0,0.0,1.0,0.0,19.0,25.0,1.0,1.0,2.0,1.0,48.800000000000000,311.0,2.0,19.0,278.0,8,26.0,9,0
Trent Sherfield,2022,417.0,138.0,0.0,0.0,2.0,0.0,30.0,49.0,2.0,6.0,8.0,1.0,79.7,568.0,4.0,30.0,417.0,1,26.0,16,0
Trent Taylor,2022,62.0,43.0,4.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,13.700000000000000,111.0,0.0,10.0,77.0,11,28.0,6,0
Trenton Irwin,2022,12.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.2,12.0,0.0,1.0,12.0,16,26.0,1,0
Treylon Burks,2022,309.0,108.0,4.0,0.0,1.0,0.0,23.0,38.0,1.0,1.0,2.0,0.0,60.6,325.0,2.0,27.0,356.0,8,22.0,9,0
Tutu Atwell,2022,213.0,41.0,9.0,1.0,0.0,0.0,15.0,31.0,0.0,1.0,2.0,0.0,43.7,271.0,1.0,24.0,247.0,7,22.0,10,0
Ty Montgomery,2022,15.0,7.0,2.0,0.0,1.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,10.3,21.0,2.0,5.0,13.0,16,29.0,1,0
Tylan Wallace,2022,21.0,4.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,5.1,41.0,0.0,3.0,21.0,13,23.0,4,0
Tyler Boyd,2022,762.0,251.0,0.0,0.0,5.0,0.0,58.0,77.0,5.0,8.0,10.0,3.0,155.12,797.0,10.0,59.0,785.0,1,27.0,16,0
Tyler Lockett,2022,1033.0,272.0,0.0,0.0,9.0,1.0,84.0,112.0,9.0,6.0,9.0,2.0,228.3,799.0,18.0,84.0,1033.0,1,29.0,16,0
Tyquan Thornton,2022,184.0,38.0,0.0,0.0,1.0,0.0,15.0,31.0,1.0,2.0,3.0,1.0,37.4,398.0,2.0,15.0,184.0,8,22.0,9,0
Tyrie Cleveland,2022,28.0,17.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.8,68.0,0.0,2.0,28.0,14,24.0,3,0
Tyron Johnson,2022,8.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,25.0,0.0,1.0,8.0,16,26.0,1,0
Van Jefferson,2022,369.0,38.0,0.0,0.0,3.0,0.0,24.0,41.0,3.0,4.0,5.0,2.0,72.9,467.0,6.0,24.0,369.0,7,26.0,10,0
Velus Jones,2022,107.0,37.0,9.0,1.0,1.0,1.0,7.0,14.0,1.0,1.0,2.0,1.0,37.0,138.0,3.0,16.0,210.0,8,25.0,9,0
Wan'Dale Robinson,2022,222.0,126.0,2.0,0.0,1.0,0.0,22.0,30.0,1.0,1.0,2.0,1.0,50.100000000000000,220.0,2.0,24.0,221.0,12,21.0,5,0
Zach Pascal,2022,150.0,86.0,1.0,0.0,1.0,0.0,15.0,18.0,1.0,2.0,2.0,0.0,34.0,268.0,2.0,16.0,150.0,5,27.0,12,0
Zay Jones,2022,834.0,293.0,4.0,0.0,5.0,0.0,82.0,119.0,5.0,9.0,18.0,4.0,193.2,930.0,10.0,86.0,852.0,1,27.0,16,0
Amon-Ra St. Brown,2023,1515.0,668.0,4.0,0.0,10.0,1.0,119.0,161.0,10.0,17.0,25.0,6.0,323.9,1010.0,20.0,123.0,1539.0,1,23.0,16,1
CeeDee Lamb,2023,1749.0,680.0,14.0,2.0,12.0,3.0,135.0,180.0,12.0,18.0,32.0,9.0,397.20000000000000,991.0,26.0,149.0,1862.0,0,24.0,17,1
Drake London,2023,869.0,195.0,0.0,0.0,2.0,0.0,66.0,102.0,2.0,10.0,15.0,2.0,157.78,805.0,4.0,67.0,891.0,2,22.0,15,1
Garrett Wilson,2023,1042.0,327.0,4.0,0.0,3.0,2.0,95.0,162.0,3.0,10.0,19.0,2.0,199.20000000000000,1008.0,6.0,100.0,1042.0,0,23.0,17,1
Ja'Marr Chase,2023,1175.0,536.0,3.0,0.0,7.0,1.0,97.0,136.0,7.0,12.0,19.0,4.0,251.62,836.0,14.0,101.0,1162.0,2,23.0,15,1
Jaxon Smith-Njigba,2023,628.0,366.0,0.0,0.0,4.0,0.0,63.0,91.0,4.0,4.0,9.0,2.0,145.8,675.0,8.0,63.0,628.0,0,21.0,17,1
Justin Jefferson,2023,822.0,233.0,1.0,0.0,4.0,1.0,53.0,77.0,4.0,4.0,9.0,1.0,155.0,418.0,8.0,54.0,810.0,10,24.0,7,1
Terry McLaurin,2023,1002.0,350.0,0.0,0.0,4.0,0.0,79.0,128.0,4.0,5.0,9.0,1.0,195.20000000000000,941.0,8.0,79.0,1002.0,0,27.0,17,1
A.J. Brown,2023,1456.0,473.0,0.0,0.0,7.0,2.0,106.0,154.0,7.0,10.0,17.0,4.0,279.6,1019.0,14.0,106.0,1456.0,0,26.0,17,0
A.T. Perry,2023,246.0,20.0,0.0,0.0,4.0,0.0,12.0,18.0,4.0,3.0,4.0,3.0,60.6,319.0,8.0,12.0,246.0,9,23.0,8,0
Adam Thielen,2023,1014.0,340.0,1.0,0.0,4.0,2.0,103.0,136.0,4.0,9.0,15.0,4.0,227.0,1045.0,8.0,104.0,1020.0,0,33.0,17,0
Alec Pierce,2023,514.0,97.0,0.0,0.0,2.0,0.0,32.0,64.0,2.0,0.0,6.0,0.0,93.4,1090.0,4.0,32.0,514.0,0,23.0,17,0
Alex Erickson,2023,29.0,18.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,4.9,57.0,0.0,2.0,29.0,16,30.0,1,0
Allen Lazard,2023,311.0,56.0,0.0,0.0,1.0,0.0,23.0,48.0,1.0,2.0,3.0,1.0,58.100000000000000,636.0,2.0,23.0,311.0,4,27.0,13,0
Allen Robinson,2023,280.0,68.0,0.0,0.0,0.0,0.0,34.0,48.0,0.0,1.0,4.0,0.0,60.0,673.0,0.0,34.0,280.0,2,30.0,15,0
Amari Cooper,2023,1250.0,271.0,0.0,0.0,5.0,2.0,72.0,122.0,5.0,6.0,13.0,2.0,212.0,883.0,10.0,72.0,1250.0,2,29.0,15,0
Amari Rodgers,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,16,23.0,1,0
Andrei Iosivas,2023,116.0,35.0,0.0,0.0,4.0,0.0,15.0,24.0,4.0,4.0,5.0,4.0,48.6,208.0,8.0,15.0,116.0,8,23.0,9,0
Antoine Green,2023,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.2,40.0,0.0,1.0,2.0,15,23.0,2,0
Austin Trammell,2023,29.0,35.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,4.9,49.0,0.0,4.0,29.0,15,25.0,2,0
Ben Skowronek,2023,66.0,30.0,2.0,0.0,1.0,0.0,8.0,12.0,1.0,1.0,3.0,1.0,21.5,158.0,2.0,10.0,75.0,8,26.0,9,0
Bo Melton,2023,62.0,15.0,2.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,1.0,0.0,12.6,45.0,0.0,7.0,76.0,16,24.0,1,0
Brandin Cooks,2023,657.0,125.0,5.0,0.0,8.0,1.0,54.0,77.0,8.0,7.0,11.0,6.0,163.2,809.0,16.0,59.0,692.0,1,29.0,16,0
Brandon Aiyuk,2023,1342.0,362.0,0.0,0.0,7.0,1.0,75.0,102.0,7.0,6.0,10.0,5.0,242.2,803.0,14.0,75.0,1342.0,1,25.0,16,0
Brandon Johnson,2023,284.0,89.0,0.0,0.0,4.0,0.0,19.0,29.0,4.0,4.0,5.0,2.0,71.4,297.0,8.0,19.0,284.0,8,25.0,9,0
Brandon Powell,2023,324.0,104.0,5.0,0.0,1.0,0.0,29.0,43.0,1.0,4.0,6.0,1.0,67.1,404.0,2.0,34.0,341.0,4,27.0,13,0
Braxton Berrios,2023,238.0,85.0,1.0,0.0,1.0,0.0,27.0,31.0,1.0,2.0,2.0,1.0,53.9,384.0,2.0,28.0,249.0,4,27.0,13,0
Britain Covey,2023,42.0,26.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,8.2,36.0,0.0,4.0,42.0,15,26.0,2,0
Byron Pringle,2023,161.0,31.0,0.0,0.0,0.0,0.0,14.0,21.0,0.0,0.0,0.0,0.0,28.1,148.0,0.0,14.0,161.0,5,29.0,12,0
Calvin Austin,2023,180.0,73.0,11.0,1.0,1.0,0.0,17.0,29.0,1.0,0.0,0.0,0.0,50.7,341.0,3.0,28.0,237.0,3,24.0,14,0
Calvin Ridley,2023,648.0,130.0,5.0,0.0,6.0,0.0,49.0,85.0,6.0,8.0,20.0,5.0,145.1,595.0,12.0,54.0,661.0,7,28.0,10,0
Cedric Tillman,2023,224.0,88.0,1.0,0.0,0.0,0.0,21.0,39.0,0.0,2.0,6.0,0.0,34.2,578.0,0.0,22.0,232.0,6,23.0,11,0
Cedrick Wilson,2023,296.0,57.0,0.0,0.0,3.0,0.0,22.0,37.0,3.0,2.0,5.0,2.0,67.6,426.0,6.0,22.0,296.0,6,27.0,11,0
Charlie Jones,2023,55.0,22.0,2.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,10.800000000000000,24.0,0.0,6.0,68.0,15,24.0,2,0
Chase Claypool,2023,51.0,6.0,0.0,0.0,1.0,0.0,4.0,12.0,1.0,1.0,2.0,1.0,11.1,144.0,2.0,4.0,51.0,10,25.0,7,0
Chase Claypool,2023,26.0,19.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,4.6,30.0,0.0,4.0,26.0,10,25.0,7,0
Chris Conley,2023,69.0,28.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,9.9,43.0,0.0,3.0,69.0,16,30.0,1,0
Chris Godwin,2023,1024.0,376.0,4.0,1.0,2.0,0.0,83.0,127.0,2.0,5.0,15.0,1.0,201.2,892.0,5.0,88.0,1062.0,0,27.0,17,0
Chris Moore,2023,424.0,57.0,2.0,0.0,0.0,1.0,22.0,34.0,0.0,1.0,1.0,0.0,66.3,531.0,0.0,24.0,463.0,2,30.0,15,0
Chris Olave,2023,1123.0,347.0,0.0,0.0,5.0,0.0,87.0,135.0,5.0,7.0,12.0,4.0,223.30000000000000,814.0,10.0,87.0,1123.0,1,23.0,16,0
Christian Kirk,2023,787.0,247.0,1.0,0.0,3.0,2.0,57.0,83.0,3.0,3.0,6.0,0.0,144.26,585.0,6.0,60.0,792.0,5,26.0,12,0
